"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HTDD","MN01","MX01","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDMV","WSF1","WSF2","WSF5","WSFG"
"USW00093822","2013-05","9.2","123","110","16","13","0","0","0","0","0","21","0","36","0","0.0","2.18","89",,"5415","129",,,"10.90","0.0","64.4","74.4","54.4",,,"270","200",,,,"40.9","54",
"USW00093822","2013-06","7.8","373","249","11","3","0","0","0","0","0","28","8","50","0","0.0","1.24","95",,"5427","12",,,"2.05","0.0","72.9","83.0","62.8",,,"280","280",,,,"32.0","44",
"USW00093822","2013-07","5.8","655","282","7","4","0","0","0","0","0","31","7","48","0","0.0","1.10","94",,"7","7",,,"3.26","0.0","73.9","83.9","63.8",,,"250","230",,,,"30.0","39",
"USW00093822","2013-08","4.7","913","258","2","2","0","0","0","0","0","31","5","48","0","0.0","0.22","95",,"12","5",,,"0.34","0.0","73.2","84.6","61.8",,,"50","50",,,,"21.9","28",
"USW00093822","2013-09","6.3","1070","156","7","5","0","0","0","0","0","30","4","42","0","0.0","0.45","94",,"54","42",,,"1.25","0.0","68.8","81.4","56.2",,,"190","190",,,,"25.1","32",
"USW00093822","2013-10","7.4","1113","43","12","5","0","0","0","8","0","13","0","21","0","0.0","1.10","88",,"419","364",,,"3.61","0.0","54.6","66.8","42.5",,,"270","320",,,,"31.1","43",
"USW00093822","2013-11","10.5","1113","0","9","5","1","0","0","20","3","1","0","8","1","0.7","0.42","74",,"1199","781",,,"1.24","0.7","39.0","49.0","28.9",,,"260","250",,,,"47.0","62",
"USW00093822","2013-12","9.4","1113","0","7","3","6","2","0","27","12","0","0","1","6","3.5","0.64","62",,"2366","1167",,,"1.60","8.2","27.4","36.5","18.2",,,"180","170",,,,"29.1","37",
"USW00093822","2014-01","12.5","0","0","12","5","15","3","9","31","17","0","0","-13","10","9.6","0.90","51",,"3721","1355",,,"2.23","17.4","21.3","31.2","11.4",,,"330","290",,,,"40.9","55",
"USW00093822","2014-02","9.2","0","0","12","7","21","4","7","27","18","0","0","-13","11","5.5","0.73","63",,"4976","1255",,,"3.19","16.0","20.2","30.1","10.3",,,"250","250",,,,"51.0","64",
"USW00093822","2014-03","11.2","0","0","7","4","5","1","1","24","2","3","0","-2","2","1.8","0.57","74",,"5837","861",,,"1.79","3.3","37.2","48.6","25.8",,,"170","150",,,,"40.0","47",
"USW00093822","2014-04","11.4","8","8","11","8","0","0","0","2","0","13","0","29","0","0.1","1.37","82",,"6130","294",,,"4.31","0.1","55.5","67.0","44.0",,,"170","330",,,,"38.0","58",
"USW00093822","2014-05","9.6","171","163","11","8","0","0","0","0","0","23","0","37","0","0.0","0.60","89",,"6248","117",,,"2.76","0.0","66.5","77.2","55.7",,,"150","270",,,,"33.1","45",
"USW00093822","2014-06","8.1","469","298","14","8","0","0","0","0","0","30","6","51","0","0.0","2.57","91",,"6248","0",,,"8.88","0.0","74.9","84.4","65.5",,,"330","330",,,,"31.1","50",
"USW00093822","2014-07","6.3","676","207","5","4","0","0","0","0","0","31","2","52","0","0.0","1.00","90",,"3","3",,,"2.53","0.0","71.6","82.5","60.7",,,"170","180",,,,"36.0","49",
"USW00093822","2014-08","6.0","1006","330","15","5","0","0","0","0","0","31","5","53","0","0.0","2.49","96",,"3","0",,,"6.64","0.0","75.6","84.5","66.8",,,"350","360",,,,"31.1","44",
"USW00093822","2014-09","5.6","1117","111","8","7","0","0","0","0","0","24","2","40","0","0.0","2.38","95",,"83","80",,,"5.18","0.0","66.1","77.8","54.3",,,"310","310",,,,"32.0","46",
"USW00093822","2014-10","7.6","1130","12","12","6","0","0","0","1","0","12","0","32","0","0.0","1.24","85",,"390","307",,,"4.12","0.0","55.5","66.0","45.0",,,"350","350",,,,"31.1","40",
"USW00093822","2014-11","12.1","1130","0","8","5","2","1","0","23","5","0","0","9","3","3.1","0.68","69",,"1248","858",,,"1.87","3.7","36.4","46.2","26.6",,,"270","170",,,,"32.0","40",
"USW00093822","2014-12","8.7","1130","0","9","3","0","0","0","20","5","0","0","8","0","0.5","0.73","56",,"2191","943",,,"1.95","0.5","34.6","40.4","28.7",,,"270","290",,,,"29.1","36",
"USW00093822","2015-01","9.6","0","0","11","4","10","2","3","28","8","0","0","-6","2","1.6","0.50","52",,"3352","1161",,,"1.40","3.4","27.5","36.2","18.9",,,"280","290",,,,"31.1","43",
"USW00093822","2015-02","10.1","0","0","11","5","20","6","4","26","15","0","0","-14","12","8.9","0.56","57",,"4594","1242",,,"1.88","22.6","20.6","30.6","10.7",,,"330","310",,,,"36.0","49",
"USW00093822","2015-03","9.2","0","0","9","4","8","1","0","19","2","3","0","0","11","3.7","0.55","78",,"5353","758",,,"1.56","3.7","40.5","51.5","29.6",,,"180","210",,,,"32.0","42",
"USW00093822","2015-04","10.5","9","9","9","4","0","0","0","2","0","13","0","26","0","0.0","0.82","82",,"5622","269",,,"2.13","0.0","56.3","68.5","44.2",,,"260","280",,,,"32.0","41",
"USW00093822","2015-05","9.8","160","151","16","12","0","0","0","1","0","25","0","32","0","0.0","1.36","88",,"5706","85",,,"5.95","0.0","67.1","77.6","56.6",,,"190","200",,,,"35.1","46",
"USW00093822","2015-06","7.8","454","294","16","14","0","0","0","0","0","29","5","54","0","0.0","1.70","93",,"5710","4",,,"9.13","0.0","74.7","83.3","66.1",,,"310","320",,,,"42.9","54",
"USW00093822","2015-07","6.3","811","357","10","7","0","0","0","0","0","30","10","57","0","0.0","2.13","96",,"4","4",,,"4.16","0.0","76.4","85.7","67.1",,,"250","250",,,,"31.1","36",
"USW00093822","2015-08","6.0","1072","260","7","2","0","0","0","0","0","31","4","49","0","0.0","1.21","92",,"7","2",,,"1.57","0.0","73.3","84.4","62.3",,,"190","200",,,,"23.9","35",
"USW00093822","2015-09","6.9","1326","255","5","4","0","0","0","0","0","29","9","42","0","0.0","1.52","96",,"29","22",,,"4.29","0.0","72.7","85.0","60.5",,,"40","230",,,,"25.9","38",
"USW00093822","2015-10","9.6","1343","16","7","4","0","0","0","2","0","15","0","27","0","0.0","0.77","82",,"287","258",,,"1.47","0.0","57.2","69.6","44.9",,,"310","300",,,,"33.1","42",
"USW00093822","2015-11","11.4","1343","0","12","8","0","0","0","10","0","3","0","16","0","0.5","1.20","73",,"785","498",,,"4.01","0.5","48.4","58.5","38.3",,,"250","130",,,,"38.9","51",
"USW00093822","2015-12","11.9","1343","0","12","8","0","0","0","12","2","1","0","19","0","0.1","1.94","70",,"1484","699",,,"6.57","0.1","42.5","49.5","35.5",,,"260","80",,,,"38.0","51",
"USW00093822","2016-01","11.0","0","0","7","4","13","2","0","26","9","0","0","1","4","3.6","0.33","62",,"2602","1118",,,"1.09","6.7","28.9","37.2","20.7",,,"310","300",,,,"36.9","47",
"USW00093822","2016-02","11.0","0","0","6","4","8","3","0","21","7","2","0","7","4","3.3","0.42","74",,"3458","856",,,"1.24","8.3","35.5","44.5","26.4",,,"270","280",,,,"38.0","50",
"USW00093822","2016-03","11.2","0","0","12","8","0","0","0","6","0","6","0","16","0","0.1","2.16","77",,"3929","471",,,"5.59","0.1","49.8","59.6","40.0",,,"260","250",,,,"44.1","55",
"USW00093822","2016-04","10.7","18","18","10","7","0","0","0","3","0","13","0","27","0","0.0","0.61","85",,"4241","312",,,"2.77","0.0","55.2","66.2","44.2",,,"280","280",,,,"45.0","62",
"USW00093822","2016-05","8.3","120","102","11","7","0","0","0","0","0","21","0","42","0","0.0","0.50","88",,"4364","123",,,"2.90","0.0","64.3","74.8","53.8",,,"320","330",,,,"36.0","45",
"USW00093822","2016-06","6.7","479","359","6","3","0","0","0","0","0","30","16","50","0","0.0","1.41","95",,"4364","0",,,"1.94","0.0","77.0","88.7","65.2",,,"10","280",,,,"25.9","37",
"USW00093822","2016-07","6.0","868","388","15","13","0","0","0","0","0","30","10","58","0","0.0","3.27","94",,"1","1",,,"9.52","0.0","77.5","86.6","68.3",,,"40","230",,,,"30.0","44",
"USW00093822","2016-08","5.1","1252","385","11","8","0","0","0","0","0","31","8","55","0","0.0","5.59","94",,"1","0",,,"10.83","0.0","77.4","86.1","68.7",,,"310","310",,,,"38.0","52",
"USW00093822","2016-09","6.7","1502","249","8","6","0","0","0","0","0","27","9","51","0","0.0","0.79","94",,"14","13",,,"1.85","0.0","72.9","83.9","61.9",,,"260","260",,,,"21.9","30",
"USW00093822","2016-10","8.9","1572","70","8","4","0","0","0","0","0","22","0","36","0","0.0","0.98","88",,"181","166",,,"2.02","0.0","61.9","73.1","50.7",,,"190","180",,,,"35.1","43",
"USW00093822","2016-11","8.9","1589","18","7","6","0","0","0","6","0","3","0","23","0","0.0","0.64","82",,"665","484",,,"2.15","0.0","49.4","59.2","39.7",,,"310","310",,,,"36.0","47",
"USW00093822","2016-12","9.6","1589","0","8","2","1","1","2","23","8","0","0","-3","1","2.3","0.43","62",,"1720","1055",,,"0.91","2.7","31.0","37.9","24.0",,,"170","300",,,,"31.1","43",
"US1ILSG0032","2010-01",,,,"9","4","15",,,,,,,,"4",,"0.55",,,,,,,"1.56",,,,,,,,,,,,,,
"US1ILSG0032","2010-03",,,,"12","9",,,,,,,,,,,"0.61",,,,,,,"2.59",,,,,,,,,,,,,,
"US1ILSG0032","2010-04",,,,"10","7",,,,,,,,,,,"1.24",,,,,,,"3.27",,,,,,,,,,,,,,
"US1ILSG0032","2010-05",,,,"14","8",,,,,,,,,,,"1.89",,,,,,,"6.03",,,,,,,,,,,,,,
"US1ILSG0032","2010-06",,,,"18","13",,,,,,,,,,,"1.89",,,,,,,"9.38",,,,,,,,,,,,,,
"US1ILSG0032","2010-07",,,,"11","6",,,,,,,,,,,"3.59",,,,,,,"6.37",,,,,,,,,,,,,,
"US1ILSG0032","2010-08",,,,"3","2",,"0",,,,,,,,"0.0","2.03",,,,,,,"3.00","0.0",,,,,,,,,,,,,
"US1ILSG0032","2010-09",,,,"14","9",,,,,,,,,,,"1.59",,,,,,,"5.46",,,,,,,,,,,,,,
"US1ILSG0032","2010-10",,,,"7","3",,,,,,,,,,,"0.44",,,,,,,"0.93",,,,,,,,,,,,,,
"US1ILSG0032","2010-11",,,,"10","3",,,,,,,,,,,"1.37",,,,,,,"3.56",,,,,,,,,,,,,,
"US1ILSG0031","2010-04",,,,"10","5",,,,,,,,,,,"1.13",,,,,,,"2.87",,,,,,,,,,,,,,
"USC00117318","1998-04",,,,"10","8","0","0",,,,,,,"0","0.0","1.02",,,,,,,"3.84","0.0",,,,,,,,,,,,,
"USC00117318","1998-05",,,,"11","8","0","0",,,,,,,"0","0.0","1.20",,,,,,,"5.29","0.0",,,,,,,,,,,,,
"USC00117318","1998-06",,,,"11","11","0","0",,,,,,,"0","0.0","1.77",,,,,,,"8.65","0.0",,,,,,,,,,,,,
"USC00117318","1998-07",,,,"6","3","0","0",,,,,,,"0","0.0","1.62",,,,,,,"2.83","0.0",,,,,,,,,,,,,
"USC00117318","1998-08",,,,"6","5","0","0",,,,,,,"0","0.0","2.39",,,,,,,"4.89","0.0",,,,,,,,,,,,,
"USC00117318","1998-09",,,,"4","4","0","0",,,,,,,"0","0.0","0.70",,,,,,,"1.35","0.0",,,,,,,,,,,,,
"USC00117318","1998-10",,,,"11","8",,"0",,,,,,,,"0.0","1.04",,,,,,,"3.93","0.0",,,,,,,,,,,,,
"USC00117318","1998-11",,,,"7","4","0","0",,,,,,,"0","0.0","1.27",,,,,,,"3.44","0.0",,,,,,,,,,,,,
"USC00117318","1998-12",,,,"6","4","1","1",,,,,,,"2","2.0","0.42",,,,,,,"1.02","2.0",,,,,,,,,,,,,
"USC00117318","1999-01",,,,,,,"4",,,,,,,,"10.5",,,,,,,,,"17.7",,,,,,,,,,,,,
"USC00117318","1999-02",,,,"8","4","0","1",,,,,,,"0","2.0","1.10",,,,,,,"2.34","2.5",,,,,,,,,,,,,
"USC00117318","1999-03",,,,"3","3","0","1",,,,,,,"0","5.0","0.76",,,,,,,"1.46","5.0",,,,,,,,,,,,,
"USC00117318","1999-04",,,,"11","10",,"0",,,,,,,,"0.0","1.30",,,,,,,"6.53","0.0",,,,,,,,,,,,,
"USC00117318","1999-05",,,,"7","4","0","0",,,,,,,"0","0.0","1.00",,,,,,,"2.57","0.0",,,,,,,,,,,,,
"USC00117318","1999-06",,,,"10","6","0","0",,,,,,,"0","0.0","0.90",,,,,,,"2.86","0.0",,,,,,,,,,,,,
"USC00117318","1999-07",,,,"8","5","0","0",,,,,,,"0","0.0","0.84",,,,,,,"2.29","0.0",,,,,,,,,,,,,
"USC00117318","1999-08",,,,"6","4","0","0",,,,,,,"0","0.0","3.00",,,,,,,"4.99","0.0",,,,,,,,,,,,,
"USC00117318","1999-09",,,,"4","4","0","0",,,,,,,"0","0.0","1.73",,,,,,,"2.26","0.0",,,,,,,,,,,,,
"USC00117318","1999-10",,,,"6","5","0","0",,,,,,,"0","0.0","0.70",,,,,,,"1.99","0.0",,,,,,,,,,,,,
"USC00117318","1999-11",,,,"1","1","0","0",,,,,,,"0","0.0","0.42",,,,,,,"0.42","0.0",,,,,,,,,,,,,
"USC00117318","2000-07",,,,"7","6","0","0",,,,,,,"0","0.0","1.36",,,,,,,"3.58","0.0",,,,,,,,,,,,,
"USC00117318","2000-08",,,,"11","8","0","0",,,,,,,"0","0.0","1.71",,,,,,,"4.93","0.0",,,,,,,,,,,,,
"USC00117318","2000-09",,,,"9","8","0","0",,,,,,,"0","0.0","0.75",,,,,,,"3.09","0.0",,,,,,,,,,,,,
"USC00117318","2000-10",,,,"12","4","0","0",,,,,,,"0","0.0","1.20",,,,,,,"2.87","0.0",,,,,,,,,,,,,
"USC00117318","2000-11",,,,"12","7","0","0",,,,,,,"0","0.0","1.55",,,,,,,"3.78","0.0",,,,,,,,,,,,,
"USC00117318","2000-12",,,,,,"13","6",,,,,,,"14","7.6",,,,,,,,,"20.4",,,,,,,,,,,,,
"USC00117318","2001-01",,,,"7","6","11","0",,,,,,,"11","0.0","2.55",,,,,,,"5.43","0.0",,,,,,,,,,,,,
"USC00117318","2001-02",,,,"11","7","0","0",,,,,,,"0","0.0","1.76",,,,,,,"5.15","0.0",,,,,,,,,,,,,
"USC00117318","2001-03",,,,"7","4","0","0",,,,,,,"0","0.0","0.72",,,,,,,"1.24","0.0",,,,,,,,,,,,,
"USC00117318","2001-04",,,,"16","13","0","0",,,,,,,"0","0.0","0.56",,,,,,,"2.82","0.0",,,,,,,,,,,,,
"USC00117318","2001-05",,,,"17","8","0","0",,,,,,,"0","0.0","0.72",,,,,,,"3.43","0.0",,,,,,,,,,,,,
"USC00117318","2001-06",,,,"7","7","0","0",,,,,,,"0","0.0","1.51",,,,,,,"4.24","0.0",,,,,,,,,,,,,
"USC00117318","2001-07",,,,"8","7","0","0",,,,,,,"0","0.0","0.35",,,,,,,"1.83","0.0",,,,,,,,,,,,,
"USC00117318","2001-08",,,,"7","6","0","0",,,,,,,"0","0.0","1.85",,,,,,,"3.36","0.0",,,,,,,,,,,,,
"USC00117318","2001-09",,,,"10","5","0","0",,,,,,,"0","0.0","0.85",,,,,,,"3.06","0.0",,,,,,,,,,,,,
"USC00117318","2002-05",,,,"13","11","0","0",,,,,,,"0","0.0","2.53",,,,,,,"7.76","0.0",,,,,,,,,,,,,
"USC00117318","2002-06",,,,"10","5","0","0",,,,,,,"0","0.0","2.00",,,,,,,"4.04","0.0",,,,,,,,,,,,,
"USC00117318","2002-07",,,,"5","4","0","0",,,,,,,"0","0.0","3.02",,,,,,,"4.79","0.0",,,,,,,,,,,,,
"USC00117318","2002-08",,,,"9","7","0","0",,,,,,,"0","0.0","1.53",,,,,,,"6.62","0.0",,,,,,,,,,,,,
"USC00117318","2002-09",,,,"5","5","0","0",,,,,,,"0","0.0","0.49",,,,,,,"1.30","0.0",,,,,,,,,,,,,
"USC00117318","2002-10",,,,"13","8","0","0",,,,,,,"0","0.0","1.55",,,,,,,"3.39","0.0",,,,,,,,,,,,,
"USC00117318","2002-11",,,,"6","4","0","0",,,,,,,"0","0.0","0.28",,,,,,,"0.69","0.0",,,,,,,,,,,,,
"USC00117318","2002-12",,,,"3","2","0","1",,,,,,,"0","2.3","0.56",,,,,,,"1.12","2.3",,,,,,,,,,,,,
"USC00117318","2003-01",,,,"7","0","0","3",,,,,,,"0","1.5","0.07",,,,,,,"0.28","5.6",,,,,,,,,,,,,
"USC00117318","2003-02",,,,"6","2",,"3",,,,,,,,"4.0","0.73",,,,,,,"1.37","8.5",,,,,,,,,,,,,
"USC00117318","2003-03",,,,"6","2","0","0",,,,,,,"0","0.0","0.35",,,,,,,"0.81","0.0",,,,,,,,,,,,,
"USC00117318","2003-04",,,,"11","8","0","0",,,,,,,"0","0.0","0.80",,,,,,,"3.35","0.0",,,,,,,,,,,,,
"USC00117318","2003-05",,,,"13","7","0","0",,,,,,,"0","0.0","0.70",,,,,,,"2.88","0.0",,,,,,,,,,,,,
"USC00117318","2003-06",,,,"9","7","0","0",,,,,,,"0","0.0","1.21",,,,,,,"4.11","0.0",,,,,,,,,,,,,
"USC00117318","2003-07",,,,"6","5","0","0",,,,,,,"0","0.0","1.47",,,,,,,"3.28","0.0",,,,,,,,,,,,,
"USC00117318","2003-08",,,,"7","3","0","0",,,,,,,"0","0.0","0.46",,,,,,,"1.22","0.0",,,,,,,,,,,,,
"USC00117318","2003-09",,,,"5","3","0","0",,,,,,,"0","0.0","0.31",,,,,,,"0.81","0.0",,,,,,,,,,,,,
"USC00117318","2003-10",,,,"7","5","0","0",,,,,,,"0","0.0","1.08",,,,,,,"2.25","0.0",,,,,,,,,,,,,
"USC00117318","2003-11",,,,"8","5","0","0",,,,,,,"0","0.0","2.39",,,,,,,"4.63","0.0",,,,,,,,,,,,,
"USC00117318","2003-12",,,,"7","2","3","0",,,,,,,"1","0.0","0.65",,,,,,,"1.08","0.0",,,,,,,,,,,,,
"USC00117318","2004-01",,,,"6","3","4","2",,,,,,,"1","1.2","0.45",,,,,,,"1.30","2.2",,,,,,,,,,,,,
"USC00117318","2004-02",,,,"4","1","1","0",,,,,,,"1","0.3","0.12",,,,,,,"0.23","0.3",,,,,,,,,,,,,
"USC00117318","2004-03",,,,"10","7","1","0",,,,,,,"1","0.0","1.15",,,,,,,"4.27","0.0",,,,,,,,,,,,,
"USC00117318","2004-04",,,,"4","3","0","0",,,,,,,"0","0.0","0.72",,,,,,,"1.70","0.0",,,,,,,,,,,,,
"USC00117318","2004-05",,,,"16","11","0","0",,,,,,,"0","0.0","1.28",,,,,,,"5.20","0.0",,,,,,,,,,,,,
"USC00117318","2004-06",,,,"8","6","0","0",,,,,,,"0","0.0","1.20",,,,,,,"3.37","0.0",,,,,,,,,,,,,
"USC00117318","2004-07",,,,"9","7","0","0",,,,,,,"0","0.0","1.23",,,,,,,"3.92","0.0",,,,,,,,,,,,,
"USC00117318","2004-08",,,,"9","7","0","0",,,,,,,"0","0.0","2.32",,,,,,,"3.87","0.0",,,,,,,,,,,,,
"USC00117318","2004-09",,,,"1","1","0","0",,,,,,,"0","0.0","0.20",,,,,,,"0.20","0.0",,,,,,,,,,,,,
"USC00117318","2004-10",,,,"12","10","0","0",,,,,,,"0","0.0","1.42",,,,,,,"6.11","0.0",,,,,,,,,,,,,
"USC00117318","2004-11",,,,"13","10","0","1",,,,,,,"0","2.0","1.25",,,,,,,"4.69","2.0",,,,,,,,,,,,,
"USC00117318","2004-12",,,,"6","5","0","0",,,,,,,"0","0.0","0.64",,,,,,,"1.76","0.0",,,,,,,,,,,,,
"USC00117318","2005-01",,,,"13","8","1","2",,,,,,,"3","2.8","1.75",,,,,,,"5.61","5.0",,,,,,,,,,,,,
"USC00117318","2005-02",,,,"8","4","0","0",,,,,,,"0","0.5","0.72",,,,,,,"1.63","0.5",,,,,,,,,,,,,
"USC00117318","2005-03",,,,"7","4","0","0",,,,,,,"0","0.0","0.59",,,,,,,"1.35","0.0",,,,,,,,,,,,,
"USC00117318","2005-04",,,,"9","5","0","0",,,,,,,"0","0.0","0.59",,,,,,,"1.86","0.0",,,,,,,,,,,,,
"USC00117318","2005-05",,,,"7","5","0","0",,,,,,,"0","0.0","0.67",,,,,,,"2.58","0.0",,,,,,,,,,,,,
"USC00117318","2005-06",,,,"2","2","0","0",,,,,,,"0","0.0","0.61",,,,,,,"0.72","0.0",,,,,,,,,,,,,
"USC00117318","2005-07",,,,"5","5","0","0",,,,,,,"0","0.0","0.61",,,,,,,"1.72","0.0",,,,,,,,,,,,,
"USC00117318","2005-08",,,,"10","7","0","0",,,,,,,"0","0.0","0.68",,,,,,,"2.59","0.0",,,,,,,,,,,,,
"USC00117318","2005-09",,,,"8","7","0","0",,,,,,,"0","0.0","1.30",,,,,,,"3.65","0.0",,,,,,,,,,,,,
"USC00117318","2005-10",,,,"4","3","0","0",,,,,,,"0","0.0","1.75",,,,,,,"2.12","0.0",,,,,,,,,,,,,
"USC00117318","2005-11",,,,"7","7","0","0",,,,,,,"0","0.0","1.22",,,,,,,"4.37","0.0",,,,,,,,,,,,,
"USC00117318","2005-12",,,,"5","4",,"0",,,,,,,,"0.0","0.30",,,,,,,"0.85","0.0",,,,,,,,,,,,,
"USC00117318","2006-01",,,,"5","4","0","0",,,,,,,"0","0.0","1.30",,,,,,,"1.83","0.0",,,,,,,,,,,,,
"USC00117318","2006-02",,,,"1","1","1","1",,,,,,,"4","3.6","0.16",,,,,,,"0.16","3.6",,,,,,,,,,,,,
"USC00117318","2006-03",,,,"10","8","1","1",,,,,,,"2","2.0","1.90",,,,,,,"4.50","2.0",,,,,,,,,,,,,
"USC00117318","2006-04",,,,"10","6","0","0",,,,,,,"0","0.0","2.23",,,,,,,"6.20","0.0",,,,,,,,,,,,,
"USC00117318","2006-05",,,,"11","8","0","0",,,,,,,"0","0.0","0.98",,,,,,,"2.35","0.0",,,,,,,,,,,,,
"USC00117318","2006-06",,,,"6","5","0","0",,,,,,,"0","0.0","1.70",,,,,,,"2.63","0.0",,,,,,,,,,,,,
"USC00117318","2006-07",,,,"12","10","0","0",,,,,,,"0","0.0","2.55",,,,,,,"7.34","0.0",,,,,,,,,,,,,
"USC00117318","2006-08",,,,"9","8","0","0",,,,,,,"0","0.0","1.87",,,,,,,"4.66","0.0",,,,,,,,,,,,,
"USC00117318","2006-09",,,,"6","4","0","0",,,,,,,"0","0.0","1.28",,,,,,,"2.69","0.0",,,,,,,,,,,,,
"USC00117318","2006-10",,,,"9","5","0","0",,,,,,,"0","0.0","1.51",,,,,,,"2.85","0.0",,,,,,,,,,,,,
"USC00117318","2006-11",,,,"5","4","0","0",,,,,,,"0","0.0","1.21",,,,,,,"2.61","0.0",,,,,,,,,,,,,
"USC00117318","2006-12",,,,"5","3","0","0",,,,,,,"0","0.0","0.90",,,,,,,"1.72","0.0",,,,,,,,,,,,,
"USC00117318","2007-01",,,,"9","5","2","0",,,,,,,"2","0.0","0.81",,,,,,,"2.25","0.0",,,,,,,,,,,,,
"USC00117318","2007-02",,,,"5","4",,"0",,,,,,,,"0.0","0.98",,,,,,,"2.62","0.0",,,,,,,,,,,,,
"USC00117318","2007-03",,,,"10","6","0","0",,,,,,,"0","0.0","0.44",,,,,,,"1.96","0.0",,,,,,,,,,,,,
"USC00117318","2007-04",,,,"8","8","0","0",,,,,,,"0","0.0","0.92",,,,,,,"3.26","0.0",,,,,,,,,,,,,
"USC00117318","2007-07",,,,"5","3","0","0",,,,,,,"0","0.0","0.93",,,,,,,"1.87","0.0",,,,,,,,,,,,,
"USC00117318","2007-08",,,,"8","6","0","0",,,,,,,"0","0.0","0.58",,,,,,,"2.20","0.0",,,,,,,,,,,,,
"USC00117318","2007-09",,,,"4","3","0","0",,,,,,,"0","0.0","0.35",,,,,,,"1.01","0.0",,,,,,,,,,,,,
"USC00117318","2007-10",,,,"6","6","0","0",,,,,,,"0","0.0","1.98",,,,,,,"3.64","0.0",,,,,,,,,,,,,
"USC00117318","2007-11",,,,"5","4","0","0",,,,,,,"0","0.0","1.46",,,,,,,"2.47","0.0",,,,,,,,,,,,,
"USC00117318","2007-12",,,,"11","9","4","3",,,,,,,"3","3.0","0.85",,,,,,,"3.32","6.1",,,,,,,,,,,,,
"USC00117318","2008-01",,,,"6","4","0","0",,,,,,,"0","0.0","2.50",,,,,,,"3.71","0.0",,,,,,,,,,,,,
"USC00117318","2008-03",,,,"7","5","1","1",,,,,,,"3","3.0","0.78",,,,,,,"1.75","3.0",,,,,,,,,,,,,
"USC00117318","2008-04",,,,"7","5","0","0",,,,,,,"0","0.0","0.90",,,,,,,"3.19","0.0",,,,,,,,,,,,,
"USC00117318","2008-05",,,,"8","6","0","0",,,,,,,"0","0.0","1.68",,,,,,,"3.85","0.0",,,,,,,,,,,,,
"USC00117318","2008-06",,,,"9","8","0","0",,,,,,,"0","0.0","3.35",,,,,,,"7.23","0.0",,,,,,,,,,,,,
"USC00117318","2008-07",,,,"6","5","0","0",,,,,,,"0","0.0","4.00",,,,,,,"9.11","0.0",,,,,,,,,,,,,
"USC00117318","2008-08",,,,"2","2","0","0",,,,,,,"0","0.0","2.20",,,,,,,"2.30","0.0",,,,,,,,,,,,,
"USC00117318","2008-09",,,,"5","5","0","0",,,,,,,"0","0.0","1.40",,,,,,,"4.03","0.0",,,,,,,,,,,,,
"USC00117318","2008-10",,,,"3","2","0","0",,,,,,,"0","0.0","1.01",,,,,,,"1.13","0.0",,,,,,,,,,,,,
"USC00117318","2008-11",,,,"5","3","0","0",,,,,,,"0","0.0","0.46",,,,,,,"0.78","0.0",,,,,,,,,,,,,
"USC00117318","2008-12",,,,"6","6","1","1",,,,,,,"1","1.0","1.70",,,,,,,"3.53","1.0",,,,,,,,,,,,,
"USC00117318","2009-01",,,,"2","0","1","0",,,,,,,"1","0.1","0.07",,,,,,,"0.08","0.2",,,,,,,,,,,,,
"USC00117318","2009-02",,,,,,"0","0",,,,,,,"0","0.0",,,,,,,,,"0.0",,,,,,,,,,,,,
"USC00117318","2009-03",,,,"4","3","1","1",,,,,,,"2","2.3","1.20",,,,,,,"1.93","2.3",,,,,,,,,,,,,
"USC00117318","2009-04",,,,"4","4","0","0",,,,,,,"0","0.0","0.75",,,,,,,"2.24","0.0",,,,,,,,,,,,,
"USC00117318","2009-05",,,,"4","4","0","0",,,,,,,"0","0.0","2.73",,,,,,,"5.21","0.0",,,,,,,,,,,,,
"USC00117318","2009-06",,,,"7","7","0","0",,,,,,,"0","0.0","0.85",,,,,,,"3.98","0.0",,,,,,,,,,,,,
"USC00117318","2009-08",,,,"2","2","0","0",,,,,,,"0","0.0","0.70",,,,,,,"0.84","0.0",,,,,,,,,,,,,
"USC00117318","2009-09",,,,"6","5","0","0",,,,,,,"0","0.0","1.48",,,,,,,"2.69","0.0",,,,,,,,,,,,,
"USC00117318","2009-10",,,,"15","13","0","0",,,,,,,"0","0.0","2.82",,,,,,,"12.46","0.0",,,,,,,,,,,,,
"USC00117896","2000-03",,,,"11","8","2","2",,,,,,,"3","1.6","0.68",,,,,,,"2.75","3.0",,,,,,,,,,,,,
"USC00117896","2000-04",,,,"10","6","0","0",,,,,,,"0","0.1","0.66",,,,,,,"2.15","0.1",,,,,,,,,,,,,
"USC00117896","2000-05",,,,"10","4","0","0",,,,,,,"0","0.0","0.87",,,,,,,"1.67","0.0",,,,,,,,,,,,,
"USC00117896","2000-06",,,,"11","7","0","0",,,,,,,"0","0.0","3.02",,,,,,,"8.39","0.0",,,,,,,,,,,,,
"USC00117896","2000-07",,,,"7","5","0","0",,,,,,,"0","0.0","1.14",,,,,,,"2.54","0.0",,,,,,,,,,,,,
