"STATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HTDD","HX01","LN01","LX01","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDMV"
"US1ILDK0010","2009-02",,,"9","4",,"3",,,,,,,,"3.6","1.25",,,,,,,,,,,,,"2.59","6.2",,,,
"US1ILDK0010","2009-04",,,"16","11",,,,,,,,,,,"1.36",,,,,,,,,,,,,"4.84",,,,,
"US1ILDK0010","2009-05",,,"11","8",,,,,,,,,,,"1.71",,,,,,,,,,,,,"5.72",,,,,
"US1ILDK0010","2009-06",,,"14","10",,,,,,,,,,,"1.84",,,,,,,,,,,,,"5.93",,,,,
"US1ILDK0010","2009-07",,,"11","8",,,,,,,,,,,"0.69",,,,,,,,,,,,,"3.41",,,,,
"US1ILDK0010","2009-09",,,"5","3",,"0",,,,,,,,"0.0","0.59",,,,,,,,,,,,,"1.05","0.0",,,,
"US1ILDK0010","2009-10",,,"21","12",,,,,,,,,,,"1.76",,,,,,,,,,,,,"6.74",,,,,
"US1ILDK0010","2009-11",,,"6","2",,,,,,,,,,,"0.85",,,,,,,,,,,,,"1.33",,,,,
"US1ILDK0010","2009-12",,,"17","8",,"5",,,,,,,,"4.7","1.46",,,,,,,,,,,,,"4.18","15.7",,,,
"US1ILDK0010","2010-04",,,"9","8",,"0",,,,,,,,"0.0","1.07",,,,,,,,,,,,,"3.00","0.0",,,,
"US1ILDK0010","2010-05",,,"11","9",,,,,,,,,,,"1.77",,,,,,,,,,,,,"5.62",,,,,
"US1ILDK0010","2010-06",,,"17","13",,,,,,,,,,,"1.26",,,,,,,,,,,,,"6.35",,,,,
"US1ILDK0010","2010-07",,,"11","8",,,,,,,,,,,"3.37",,,,,,,,,,,,,"7.17",,,,,
"US1ILDK0010","2010-08",,,"6","3",,,,,,,,,,,"0.95",,,,,,,,,,,,,"1.69",,,,,
"US1ILDK0010","2010-09",,,"13","8",,,,,,,,,,,"0.32",,,,,,,,,,,,,"1.76",,,,,
"US1ILDK0010","2010-10",,,"4","4",,"0",,,,,,,,"0.0","0.95",,,,,,,,,,,,,"1.44","0.0",,,,
"US1ILDK0010","2010-11",,,"9","2",,,,,,,,,,,"0.34",,,,,,,,,,,,,"0.85",,,,,
"US1ILDK0010","2010-12",,,"11","5",,"4",,,,,,,,"4.9","0.57",,,,,,,,,,,,,"1.84","15.6",,,,
"US1ILDK0010","2011-01",,,"12","4",,"3",,,,,,,,"1.3","0.36",,,,,,,,,,,,,"1.02","4.8",,,,
"US1ILDK0010","2011-02",,,"14","4",,"2",,,,,,,,"15.0","1.25",,,,,,,,,,,,,"3.12","20.9",,,,
"US1ILDK0010","2011-03",,,"10","6",,"0",,,,,,,,"0.1","0.75",,,,,,,,,,,,,"2.65","0.2",,,,
"US1ILDK0010","2011-04",,,"16","10",,"0",,,,,,,,"0.0","0.99",,,,,,,,,,,,,"4.55","0.0",,,,
"US1ILDK0010","2011-05",,,"12","6",,,,,,,,,,,"2.05",,,,,,,,,,,,,"6.05",,,,,
"US1ILDK0010","2011-06",,,"16","9",,,,,,,,,,,"1.97",,,,,,,,,,,,,"4.48",,,,,
"US1ILDK0010","2011-07",,,"11","9",,,,,,,,,,,"1.45",,,,,,,,,,,,,"5.52",,,,,
"US1ILDK0010","2011-08",,,"9","8",,,,,,,,,,,"1.97",,,,,,,,,,,,,"6.00",,,,,
"US1ILDK0010","2011-09",,,"9","6",,,,,,,,,,,"1.86",,,,,,,,,,,,,"3.62",,,,,
"US1ILDK0010","2011-10",,,"7","7",,,,,,,,,,,"0.52",,,,,,,,,,,,,"1.66",,,,,
"US1ILDK0010","2011-11",,,"8","7",,,,,,,,,,,"1.43",,,,,,,,,,,,,"4.29",,,,,
"US1ILDK0010","2011-12",,,"12","6",,"1",,,,,,,,"1.9","0.99",,,,,,,,,,,,,"2.82","2.1",,,,
"US1ILDK0010","2012-01",,,"10","3",,"2",,,,,,,,"4.9","0.51",,,,,,,,,,,,,"1.04","9.5",,,,
"US1ILDK0010","2012-02",,,"8","4",,"1",,,,,,,,"5.5","0.71",,,,,,,,,,,,,"1.67","7.4",,,,
"US1ILDK0010","2012-03",,,"8","5",,"1",,,,,,,,"2.5","0.64",,,,,,,,,,,,,"1.73","2.6",,,,
"US1ILDK0010","2012-04",,,"8","6",,"0",,,,,,,,"0.0","1.15",,,,,,,,,,,,,"2.76","0.0",,,,
"US1ILDK0010","2012-05",,,"9","3",,,,,,,,,,,"0.43",,,,,,,,,,,,,"1.29",,,,,
"US1ILDK0010","2012-06",,,"5","4",,"0",,,,,,,,"0.0","1.38",,,,,,,,,,,,,"2.37","0.0",,,,
"US1ILDK0010","2012-07",,,"10","6",,,,,,,,,,,"1.58",,,,,,,,,,,,,"2.85",,,,,
"US1ILDK0010","2012-08",,,"6","5",,,,,,,,,,,"0.61",,,,,,,,,,,,,"2.09",,,,,
"US1ILDK0010","2012-09",,,"7","7",,,,,,,,,,,"0.59",,,,,,,,,,,,,"2.33",,,,,
"US1ILDK0010","2012-10",,,"11","10",,,,,,,,,,,"0.98",,,,,,,,,,,,,"3.25",,,,,
"US1ILDK0010","2012-11",,,"4","2",,"0",,,,,,,,"0.0","0.33",,,,,,,,,,,,,"0.57","0.0",,,,
"US1ILDK0010","2012-12",,,"8","5",,"0",,,,,,,,"0.5","0.70",,,,,,,,,,,,,"1.87","0.7",,,,
"US1ILDK0010","2013-01",,,"9","5",,"0",,,,,,,,"0.4","1.54",,,,,,,,,,,,,"3.99","1.4",,,,
"US1ILDK0010","2013-02",,,"13","8",,"5",,,,,,,,"5.5","0.77",,,,,,,,,,,,,"3.05","16.3",,,,
"US1ILDK0010","2013-03",,,"11","4",,"1",,,,,,,,"9.2","1.15",,,,,,,,,,,,,"2.47","10.7",,,,
"US1ILDK0010","2013-04",,,"15","10",,"0",,,,,,,,"0.0","3.74",,,,,,,,,,,,,"7.52","0.0",,,,
"US1ILDK0010","2013-05",,,"14","8",,,,,,,,,,,"0.96",,,,,,,,,,,,,"3.73",,,,,
"US1ILDK0010","2013-06",,,"16","13",,,,,,,,,,,"2.33",,,,,,,,,,,,,"8.17",,,,,
"US1ILDK0010","2013-07",,,"10","5",,,,,,,,,,,"0.49",,,,,,,,,,,,,"1.39",,,,,
"US1ILDK0010","2013-08",,,"7","4",,,,,,,,,,,"2.41",,,,,,,,,,,,,"3.71",,,,,
"US1ILDK0010","2013-09",,,"7","5",,,,,,,,,,,"0.86",,,,,,,,,,,,,"1.69",,,,,
"US1ILDK0010","2013-10",,,"12","7",,,,,,,,,,,"0.77",,,,,,,,,,,,,"2.43",,,,,
"US1ILDK0010","2013-12",,,"18","5",,"4",,,,,,,,"2.8","0.34",,,,,,,,,,,,,"1.63","10.5",,,,
"US1ILDK0010","2014-01",,,"15","6",,"6",,,,,,,,"4.4","0.78",,,,,,,,,,,,,"1.99","15.4",,,,
"US1ILDK0010","2014-02",,,"9","7",,"5",,,,,,,,"3.5","0.89",,,,,,,,,,,,,"2.31","14.1",,,,
"US1ILDK0010","2014-03",,,"13","4",,"3",,,,,,,,"3.8","0.33",,,,,,,,,,,,,"1.13","7.4",,,,
"US1ILDK0010","2014-04",,,"12","5",,"1",,,,,,,,"1.9","1.37",,,,,,,,,,,,,"3.48","1.9",,,,
"US1ILDK0010","2014-05",,,"10","8",,,,,,,,,,,"0.98",,,,,,,,,,,,,"3.20",,,,,
"US1ILDK0010","2014-06",,,"15","12",,,,,,,,,,,"2.08",,,,,,,,,,,,,"8.04",,,,,
"US1ILDK0010","2014-07",,,"8","4",,,,,,,,,,,"1.83",,,,,,,,,,,,,"3.72",,,,,
"US1ILDK0010","2014-08",,,"12","10",,,,,,,,,,,"1.84",,,,,,,,,,,,,"5.22",,,,,
"US1ILDK0010","2014-09",,,"10","6",,,,,,,,,,,"0.83",,,,,,,,,,,,,"3.08",,,,,
"US1ILDK0010","2014-10",,,"7","3",,"0",,,,,,,,"0.0","1.08",,,,,,,,,,,,,"2.80","0.0",,,,
"US1ILDK0010","2014-11",,,"9","4",,"0",,,,,,,,"0.8","0.67",,,,,,,,,,,,,"1.29","0.8",,,,
"US1ILDK0010","2014-12",,,"6","3",,"0",,,,,,,,"0.0","0.34",,,,,,,,,,,,,"0.69","0.0",,,,
"US1ILDK0010","2015-01",,,"11","4",,"3",,,,,,,,"2.8","0.56",,,,,,,,,,,,,"1.30","8.2",,,,
"US1ILDK0010","2015-02",,,"7","3",,"3",,,,,,,,"7.5","0.82",,,,,,,,,,,,,"1.89","17.0",,,,
"US1ILDK0010","2015-03",,,"6","4",,"3",,,,,,,,"3.8","0.35",,,,,,,,,,,,,"0.99","6.2",,,,
"US1ILDK0010","2015-04",,,"12","7",,"0",,,,,,,,"0.0","0.71",,,,,,,,,,,,,"3.22","0.0",,,,
"US1ILDK0010","2015-05",,,"17","13",,,,,,,,,,,"2.04",,,,,,,,,,,,,"6.15",,,,,
"US1ILDK0010","2015-07",,,"9","6",,,,,,,,,,,"1.39",,,,,,,,,,,,,"3.56",,,,,
"US1ILDK0010","2015-08",,,"9","7",,,,,,,,,,,"1.40",,,,,,,,,,,,,"3.79",,,,,
"US1ILDK0010","2015-09",,,"7","4",,,,,,,,,,,"0.91",,,,,,,,,,,,,"2.75",,,,,
"US1ILDK0010","2015-10",,,"6","4",,,,,,,,,,,"0.54",,,,,,,,,,,,,"1.50",,,,,
"US1ILDK0010","2015-11",,,"10","8",,"2",,,,,,,,"4.5","1.98",,,,,,,,,,,,,"5.46","7.7",,,,
"US1ILDK0010","2015-12",,,"13","9",,"2",,,,,,,,"1.7","1.68",,,,,,,,,,,,,"5.54","3.7",,,,
"US1ILDK0010","2016-01",,,"5","2",,"2",,,,,,,,"3.1","0.32",,,,,,,,,,,,,"0.65","4.7",,,,
"US1ILDK0010","2016-02",,,"6","2",,"1",,,,,,,,"3.5","0.67",,,,,,,,,,,,,"0.93","4.7",,,,
"US1ILDK0021","2014-04",,,"13","8",,,,,,,,,,,"0.71",,,,,,,,,,,,,"2.89",,,,,
"US1ILDK0021","2014-05",,,"16","6",,,,,,,,,,,"1.01",,,,,,,,,,,,,"2.93",,,,,
"US1ILDK0021","2014-06",,,"16","11",,,,,,,,,,,"2.10",,,,,,,,,,,,,"8.40",,,,,
"US1ILDK0021","2014-07",,,"10","6",,,,,,,,,,,"1.47",,,,,,,,,,,,,"4.06",,,,,
"US1ILDK0021","2014-08",,,"9","6",,,,,,,,,,,"2.09",,,,,,,,,,,,,"4.60",,,,,
"US1ILDK0021","2014-10",,,"7","4",,,,,,,,,,,"1.16",,,,,,,,,,,,,"2.80",,,,,
"US1ILDK0021","2015-04",,,"12","7",,,,,,,,,,,"0.60",,,,,,,,,,,,,"3.29",,,,,
"US1ILDK0021","2015-05",,,"15","10",,,,,,,,,,,"1.22",,,,,,,,,,,,,"5.73",,,,,
"US1ILDK0021","2015-06",,,"13","9",,,,,,,,,,,"1.03",,,,,,,,,,,,,"5.02",,,,,
"US1ILDK0021","2015-07",,,"8","6",,,,,,,,,,,"2.08",,,,,,,,,,,,,"4.64",,,,,
"US1ILDK0021","2015-08",,,"9","7",,,,,,,,,,,"0.71",,,,,,,,,,,,,"3.06",,,,,
"US1ILDK0021","2015-09",,,"6","4",,,,,,,,,,,"0.87",,,,,,,,,,,,,"2.69",,,,,
"US1ILDK0002","2007-01",,,"12","6",,"4",,,,,,,,"1.5","0.50",,,,,,,,,,,,,"1.45","6.5",,,,
"US1ILDK0002","2009-10",,,"18","12",,,,,,,,,,,"1.83",,,,,,,,,,,,,"5.96",,,,,
"US1ILDK0013","2010-01",,,"6","3",,,,,,,,,,,"0.45",,,,,,,,,,,,,"1.04",,,,,
"US1ILDK0013","2010-03",,,"8","5",,,,,,,,,,,"0.52",,,,,,,,,,,,,"1.26",,,,,
"US1ILDK0013","2010-04",,,"9","8",,,,,,,,,,,"0.93",,,,,,,,,,,,,"2.83",,,,,
"US1ILDK0013","2010-05",,,"10","8",,,,,,,,,,,"2.11",,,,,,,,,,,,,"4.70",,,,,
"US1ILDK0013","2010-06",,,"17","13",,,,,,,,,,,"1.07",,,,,,,,,,,,,"6.24",,,,,
"US1ILDK0013","2010-07",,,"11","6",,,,,,,,,,,"7.01",,,,,,,,,,,,,"9.70",,,,,
"US1ILDK0013","2010-08",,,"9","5",,,,,,,,,,,"0.97",,,,,,,,,,,,,"3.25",,,,,
"US1ILDK0013","2010-10",,,"4","4",,,,,,,,,,,"0.89",,,,,,,,,,,,,"1.60",,,,,
"US1ILDK0024","2015-07",,,"9","6",,,,,,,,,,,"2.84",,,,,,,,,,,,,"5.65",,,,,
"US1ILDK0024","2015-08",,,"9","6",,,,,,,,,,,"0.60",,,,,,,,,,,,,"2.21",,,,,
"US1ILDK0024","2015-09",,,"4","4",,,,,,,,,,,"2.18",,,,,,,,,,,,,"4.50",,,,,
"US1ILDK0024","2015-10",,,"7","5",,,,,,,,,,,"0.71",,,,,,,,,,,,,"1.94",,,,,
"US1ILDK0024","2015-11",,,"10","8",,,,,,,,,,,"2.70",,,,,,,,,,,,,"6.46",,,,,
"US1ILDK0024","2015-12",,,"12","10",,,,,,,,,,,"1.85",,,,,,,,,,,,,"7.29",,,,,
"US1ILDK0024","2016-01",,,"7","4",,,,,,,,,,,"0.39",,,,,,,,,,,,,"1.05",,,,,
"US1ILDK0024","2016-02",,,"9","3",,"1",,,,,,,,"4.5","0.88",,,,,,,,,,,,,"1.29","6.1",,,,
"US1ILDK0024","2016-03",,,"11","8",,,,,,,,,,,"0.89",,,,,,,,,,,,,"3.32",,,,,
"US1ILDK0024","2016-04",,,"11","9",,,,,,,,,,,"0.56",,,,,,,,,,,,,"2.67",,,,,
"US1ILDK0024","2016-05",,,"13","10",,,,,,,,,,,"1.57",,,,,,,,,,,,,"7.49",,,,,
"US1ILDK0024","2016-06",,,"9","7",,,,,,,,,,,"2.32",,,,,,,,,,,,,"6.13",,,,,
"US1ILDK0024","2016-07",,,"11","9",,,,,,,,,,,"1.78",,,,,,,,,,,,,"6.30",,,,,
"US1ILDK0024","2016-08",,,"12","9",,,,,,,,,,,"1.60",,,,,,,,,,,,,"6.21",,,,,
"US1ILDK0024","2016-09",,,"8","3",,,,,,,,,,,"1.84",,,,,,,,,,,,,"2.80",,,,,
"US1ILDK0024","2016-10",,,"12","9",,,,,,,,,,,"0.89",,,,,,,,,,,,,"4.08",,,,,
"US1ILDK0024","2016-11",,,"5","5",,,,,,,,,,,"1.17",,,,,,,,,,,,,"3.13",,,,,
"US1ILDK0024","2016-12",,,"8","5",,"5",,,,,,,,"7.5","0.60",,,,,,,,,,,,,"1.31","16.5",,,,
"US1ILDK0001","2007-06",,,"12","6",,"0",,,,,,,,"0.0","1.32",,,,,,,,,,,,,"3.87","0.0",,,,
"US1ILDK0001","2007-07",,,"9","8",,"0",,,,,,,,"0.0","3.03",,,,,,,,,,,,,"7.44","0.0",,,,
"US1ILDK0001","2007-08",,,"15","9",,"0",,,,,,,,"0.0","3.55",,,,,,,,,,,,,"11.07","0.0",,,,
"US1ILDK0001","2007-09",,,"3","2",,"0",,,,,,,,"0.0","0.20",,,,,,,,,,,,,"0.41","0.0",,,,
"US1ILDK0001","2007-12",,,"14","8",,"4",,,,,,,,"5.0","1.12",,,,,,,,,,,,,"4.20","11.3",,,,
"US1ILDK0001","2008-01",,,"10","5",,"3",,,,,,,,"4.7","0.46",,,,,,,,,,,,,"1.56","10.0",,,,
"US1ILDK0001","2008-02",,,"11","8",,"3",,,,,,,,"8.1","1.04",,,,,,,,,,,,,"3.60","22.0",,,,
"US1ILDK0001","2008-03",,,"9","5",,"0",,,,,,,,"0.6","0.25",,,,,,,,,,,,,"1.12","0.6",,,,
"US1ILDK0001","2008-04",,,"14","8",,"0",,,,,,,,"0.0","1.05",,,,,,,,,,,,,"3.87","0.0",,,,
"US1ILDK0001","2008-05",,,"8","4",,"0",,,,,,,,"0.0","1.46",,,,,,,,,,,,,"2.80","0.0",,,,
"US1ILDK0001","2008-07",,,"8","7",,"0",,,,,,,,"0.0","1.35",,,,,,,,,,,,,"5.38","0.0",,,,
"US1ILDK0001","2008-08",,,"6","4",,"0",,,,,,,,"0.0","0.82",,,,,,,,,,,,,"1.82","0.0",,,,
"US1ILDK0001","2008-09",,,"9","7",,"0",,,,,,,,"0.0","3.54",,,,,,,,,,,,,"8.93","0.0",,,,
"US1ILDK0001","2009-04",,,"14","10",,,,,,,,,,,"0.95",,,,,,,,,,,,,"3.69",,,,,
"US1ILDK0001","2009-06",,,"11","5",,,,,,,,,,,"1.94",,,,,,,,,,,,,"5.32",,,,,
"US1ILDK0001","2009-07",,,"11","7",,,,,,,,,,,"0.58",,,,,,,,,,,,,"2.12",,,,,
"US1ILDK0001","2010-04",,,"10","6",,,,,,,,,,,"1.09",,,,,,,,,,,,,"3.15",,,,,
"US1ILDK0001","2010-06",,,"16","11",,,,,,,,,,,"1.22",,,,,,,,,,,,,"5.15",,,,,
"US1ILDK0001","2010-07",,,"9","6",,,,,,,,,,,"5.35",,,,,,,,,,,,,"7.36",,,,,
"US1ILDK0001","2010-08",,,"9","5",,,,,,,,,,,"0.90",,,,,,,,,,,,,"2.78",,,,,
"US1ILDK0001","2010-11",,,"9","3",,,,,,,,,,,"0.50",,,,,,,,,,,,,"1.13",,,,,
"US1ILDK0001","2013-04",,,"14","7",,,,,,,,,,,"4.05",,,,,,,,,,,,,"6.62",,,,,
"US1ILDK0001","2013-05",,,"14","9",,,,,,,,,,,"0.92",,,,,,,,,,,,,"3.52",,,,,
"US1ILDK0001","2013-06",,,"14","10",,,,,,,,,,,"3.45",,,,,,,,,,,,,"8.28",,,,,
"US1ILDK0001","2014-04",,,"12","6",,,,,,,,,,,"0.95",,,,,,,,,,,,,"2.81",,,,,
"US1ILDK0004","2007-04",,,"9","8",,"2",,,,,,,,"1.0","0.85",,,,,,,,,,,,,"3.50","2.0",,,,
"US1ILDK0004","2007-05",,,"7","5",,"0",,,,,,,,"0.0","0.82",,,,,,,,,,,,,"1.79","0.0",,,,
"US1ILDK0004","2007-06",,,"10","7",,"0",,,,,,,,"0.0","1.66",,,,,,,,,,,,,"5.44","0.0",,,,
"US1ILDK0004","2007-08",,,"15","11",,"0",,,,,,,,"0.0","4.62",,,,,,,,,,,,,"16.67","0.0",,,,
"US1ILDK0004","2007-09",,,"5","2",,"0",,,,,,,,"0.0","0.26",,,,,,,,,,,,,"0.57","0.0",,,,
"US1ILDK0004","2007-10",,,"10","7",,"0",,,,,,,,"0.0","0.90",,,,,,,,,,,,,"2.56","0.0",,,,
"US1ILDK0004","2007-11",,,"2","1",,"0",,,,,,,,"0.0","0.14",,,,,,,,,,,,,"0.15","0.0",,,,
"US1ILDK0004","2007-12",,,"9","6",,"2",,,,,,,,"4.8","0.82",,,,,,,,,,,,,"2.59","10.7",,,,
"US1ILDK0004","2008-01",,,"9","5",,"3",,,,,,,,"4.5","0.39",,,,,,,,,,,,,"1.39","8.9",,,,
"US1ILDK0004","2008-02",,,"12","8",,"3",,,,,,,,"6.5","0.90",,,,,,,,,,,,,"2.99","16.7",,,,
"US1ILDK0004","2008-03",,,"10","6",,"1",,,,,,,,"3.3","0.71",,,,,,,,,,,,,"1.86","4.6",,,,
"US1ILDK0004","2008-04",,,"11","10",,"0",,,,,,,,"0.0","1.04",,,,,,,,,,,,,"3.95","0.0",,,,
"US1ILDK0004","2008-05",,,"8","7",,"0",,,,,,,,"0.0","1.00",,,,,,,,,,,,,"3.16","0.0",,,,
"US1ILDK0004","2008-06",,,"11","8",,"0",,,,,,,,"0.0","1.48",,,,,,,,,,,,,"3.53","0.0",,,,
"US1ILDK0004","2008-08",,,"8","6",,"0",,,,,,,,"0.0","1.22",,,,,,,,,,,,,"2.94","0.0",,,,
"US1ILDK0004","2008-09",,,"8","7",,"0",,,,,,,,"0.0","2.55",,,,,,,,,,,,,"7.91","0.0",,,,
"US1ILDK0004","2008-10",,,"8","6",,"0",,,,,,,,"0.0","0.77",,,,,,,,,,,,,"2.39","0.0",,,,
"US1ILDK0004","2008-11",,,"7","4",,"0",,,,,,,,"0.2","0.43",,,,,,,,,,,,,"1.12","0.2",,,,
"US1ILDK0004","2008-12",,,"15","10",,"6",,,,,,,,"4.5","0.77",,,,,,,,,,,,,"4.01","17.2",,,,
"US1ILDK0004","2009-01",,,"8","3",,,,,,,,,,,"0.17",,,,,,,,,,,,,"0.63",,,,,
"US1ILDK0004","2009-03",,,"7","5",,,,,,,,,,,"1.58",,,,,,,,,,,,,"4.11",,,,,
"US1ILDK0004","2009-04",,,"12","7",,,,,,,,,,,"0.55",,,,,,,,,,,,,"3.10",,,,,
"US1ILDK0015","2011-03",,,"8","5",,,,,,,,,,,"0.69",,,,,,,,,,,,,"2.32",,,,,
"US1ILDK0015","2011-04",,,"16","10",,,,,,,,,,,"0.69",,,,,,,,,,,,,"3.91",,,,,
"US1ILDK0015","2011-12",,,"7","7",,,,,,,,,,,"0.83",,,,,,,,,,,,,"2.68",,,,,
"US1ILDK0015","2012-01",,,"8","3",,,,,,,,,,,"0.40",,,,,,,,,,,,,"1.25",,,,,
"US1ILDK0015","2012-02",,,"8","3",,,,,,,,,,,"0.70",,,,,,,,,,,,,"1.59",,,,,
"US1ILDK0015","2012-03",,,"12","7",,,,,,,,,,,"0.71",,,,,,,,,,,,,"2.97",,,,,
"US1ILDK0015","2012-04",,,"8","6",,,,,,,,,,,"1.29",,,,,,,,,,,,,"2.92",,,,,
"US1ILDK0015","2012-05",,,"10","4",,,,,,,,,,,"1.13",,,,,,,,,,,,,"2.13",,,,,
"US1ILDK0015","2012-06",,,"4","3",,,,,,,,,,,"1.21",,,,,,,,,,,,,"1.90",,,,,
"US1ILDK0015","2012-07",,,"11","5",,,,,,,,,,,"0.53",,,,,,,,,,,,,"1.84",,,,,
"US1ILDK0015","2012-08",,,"7","5",,,,,,,,,,,"0.32",,,,,,,,,,,,,"1.31",,,,,
"US1ILDK0015","2012-09",,,"8","7",,,,,,,,,,,"0.49",,,,,,,,,,,,,"1.47",,,,,
"US1ILDK0015","2012-10",,,"12","9",,,,,,,,,,,"1.48",,,,,,,,,,,,,"4.23",,,,,
"US1ILDK0025","2015-11",,,"9","7",,,,,,,,,,,"2.00",,,,,,,,,,,,,"6.17",,,,,
"USC00112223","1990-02",,"0","9","2","12","3","2","25","11","0","0","-2","8","7.0","0.64","59",,,,"925",,,,,,,,"1.46","12.6","27.5","36.5","18.5",
"USC00112223","1990-03",,"1","14","9","5","1","0","16","4","2","0","17","3","1.0","0.85","77",,,,"744",,,,,,,,"3.23","1.1","39.3","47.2","31.3",
"USC00112223","1990-04",,"30","12","8","0","0","0","12","0","7","0","20","0","0.0","0.72","86",,,,"510",,,,,,,,"2.52","0.0","47.5","57.7","37.3",
"USC00112223","1990-05",,"4","13","10","0","0","0","0","0","9","0","33","0","0.0","1.54","80","5.88",,,"301",,,,,,,,"5.59","0.0","55.4","64.7","46.2",
"USC00112223","1990-06",,"160","15","10","0","0","0","0","0","27","2","45","0","0.0","1.40","91","7.65",,,"33",,,,,,,,"5.48","0.0","69.2","79.6","58.8",
"USC00112223","1990-07",,"207","13","7","0","0","0","0","0","28","3","50","0","0.0","1.83","96","8.09","13",,"13",,,,,,,,"4.15","0.0","71.3","80.7","61.8",
"USC00112223","1990-08",,"171","11","8","0","0","0","0","0","29","2","46","0","0.0","1.65","92","6.11","31",,"17",,,,,,,,"6.09","0.0","70.0","79.6","60.3",
"USC00112223","1990-09",,"111","8","3","0","0","0","0","0","20","3","39","0","0.0","0.64","94","4.41","143",,"113",,,,,,,,"1.46","0.0","65.2","75.8","54.7",
"USC00112223","1990-10",,"19","10","7","0","0","0","9","0","8","0","24","0","0.0","0.52","85",,"592",,"448",,,,,,,,"2.74","0.0","51.2","62.7","39.6",
"USC00112223","1990-11",,"0","9","5","0","0","0","12","0","2","0","18","0","0.4","1.77","71",,"1187",,"595",,,,,,,,"4.26","0.4","43.7","53.2","34.2",
"USC00112223","1990-12",,"0","9","5","6","1","5","27","7","0","0","-9","3","3.2","0.88","53",,"2223",,"1036",,,,,,,,"2.64","3.5","26.6","34.8","18.4",
"USC00112223","1991-01","0","0","7","3","28","3","6","30","25","0","0","-8","6","3.5","0.41","40",,"3540",,"1317",,,,,,,,"1.04","8.2","17.9","26.0","9.9",
"USC00112223","1991-02","0","0","5","2","8","2","1","24","7","0","0","0","3","3.1","0.22","57",,"4434",,"893",,,,,,,,"0.45","6.2","30.2","37.7","22.7",
"USC00112223","1991-03","0","0","14","7","4","2","0","22","1","3","0","17","6","6.5","1.04","75",,"5194",,"760",,,,,,,,"3.77","9.1","39.6","49.4","29.8",
"USC00112223","1991-04","5","5","7","7","0","0","0","4","0","8","0","27","0","0.0","0.81","82",,"5550",,"355",,,,,,,,"2.75","0.0","52.5","63.8","41.2",
"USC00112223","1991-06",,"234","2","1","0","0","0","0","0","29","7","48","0","0.0","0.56","95",,,,"5",,,,,,,,"0.57","0.0","72.9","85.7","60.0",
"USC00112223","1991-07",,"277","5","4","0","0","0","0","0","30","9","49","0","0.0","0.78","99",,"2",,"2",,,,,,,,"1.65","0.0","74.2","86.1","62.3",
"USC00112223","1991-08",,"222","4","3","0","0","0","0","0","28","8","50","0","0.0","1.01","97",,"2",,"0",,,,,,,,"2.03","0.0","73.1","85.2","61.0",
"USC00112223","1991-09",,"128","10","6","0","0","0","4","0","18","4","27","0","0.0","1.60","93",,"206",,"204",,,,,,,,"3.85","0.0","62.5","74.9","50.0",
"USC00112223","1991-10",,"3","11","11","0","0","0","11","0","10","0","26","0","0.0","2.82","81",,"643",,"436",,,,,,,,"5.87","0.0","50.0","61.8","38.3",
"USC00112223","1991-11",,"0","11","6","1","0","0","18","8","0","0","5","1","0.6","0.86","66",,"1430",,"787",,,,,,,,"3.60","1.6","33.5","41.5","25.5",
"USC00112223","1991-12",,"0","5","4","7","3","2","28","11","0","0","-4","8","7.1","0.42","57",,"2462",,"1032",,,,,,,,"1.08","10.8","27.2","35.9","18.5",
"USC00112223","1992-01","0","0","10","2","13","3","4","28","15","0","0","-9","3","2.5","0.21","46",,"3628",,"1165",,,,,,,,"0.64","7.3","26.1","32.2","20.1",
"USC00112223","1992-02","0","0","6","3","0","0","0","24","7","0","0","3","0","0.2","0.31","55",,"4508",,"880",,,,,,,,"0.90","0.2","30.4","38.0","22.9",
"USC00112223","1992-03","0","0","9","5",,"1","0","18","6","0","0","10",,"5.8","1.58","68",,"5198",,"690",,,,,,,,"2.62","6.3","37.7","46.3","29.0",
"USC00112223","1992-04","0","0",,,,,"0","10","0","3","0","21",,,,"72",,"5804",,"606",,,,,,,,,,"44.8","54.4","35.2",
"USC00112223","1992-05","51","51","5","4","0","0","0","4","0","20","1","28","0","0.0","0.30","90",,"6031",,"227",,,,,,,,"0.86","0.0","58.5","71.9","45.2",
"USC00112223","1992-06","138","87","7","3","0","0","0","0","0","27","2","38","0","0.0","0.57","92",,"6072",,"42",,,,,,,,"1.09","0.0","66.5","79.8","53.3",
"USC00112223","1992-07","276","138","17","9","0","0","0","0","0","28","1","53","0","0.0","1.07","90",,"12",,"12",,,,,,,,"4.77","0.0","69.2","78.6","59.7",
"USC00112223","1992-08","355","79","7","6","0","0","0","0","0","26","1","42","0","0.0","1.17","92",,"75",,"63",,,,,,,,"2.33","0.0","65.4","76.9","53.9",
"USC00112223","1992-09",,,"14","9","0","0",,,"0","20","0",,"0","0.0","1.73","84",,,,,,,,,,,,"4.50","0.0",,"72.4",,
