AG_DISTRICT,YEAR,MONTH,TMP_HIGH,TMP_AVG,TMP_LOW,DP_HIGH,DP_AVG,DP_LOW,HUM_HIGH,HUM_AVG,HUM_LOW,SEALVL_HIGH,SEALVL_AVG,SEALVL_LOW,VIS_HIGH,VIS_AVG,VIS_LOW,WIND_HIGH,WIND_AVG,PRECIP,NUMDAY_RAIN,NUM_DAYS_SNOW,NUM_DAYS_FOG,NUM_DAYS_THNDRSTRM
central,2010,FEB,41.5,24.053571425,3.0,34.0,19.339285715000003,0.0,100.0,81.05357143,46.5,30.415,30.067142859999997,29.705,10.0,7.428571429,0.0,28.0,8.0,0.595,6.0,23.0,4.0,0.0
central,2010,JAN,47.5,20.612903225,-7.5,44.0,15.451612905000001,-15.0,100.0,79.596774195,50.5,30.62,30.15,29.195,10.0,6.758064515999999,0.0,24.5,8.564516131000001,0.535,7.0,18.0,15.0,1.0
central,2010,JUL,92.5,76.53225806,53.5,78.5,67.241935485,44.5,100.0,74.177419355,31.0,30.355,29.98048387,29.689999999999998,11.5,9.435483870999999,0.0,22.0,5.6612903225,2.365,23.0,0.0,3.0,18.0
central,2010,JUN,90.0,73.983333335,54.5,77.5,65.53333333,44.5,99.0,76.8,36.5,30.29,29.934833335,29.59,10.0,8.883333333500001,0.0,29.0,6.45,4.01,30.0,0.0,10.0,30.0
central,2010,MAR,77.5,43.096774194999995,20.5,53.5,34.596774195,13.5,100.0,75.37096774,24.0,30.439999999999998,29.961774195,29.39,10.0,8.35483871,0.0,29.5,9.1129032235,1.805,22.0,0.0,8.0,3.0
central,2010,MAY,90.5,63.193548385,35.0,72.0,52.419354840000004,26.0,99.5,70.451612905,17.0,30.41,29.967419354999997,29.515,10.0,8.725806451499999,0.0,30.0,8.3064516115,3.635,25.0,0.0,3.0,21.0
central,2010,NOV,72.5,42.2,20.5,60.0,32.666666665,11.0,100.0,71.53333333500001,26.0,30.445,30.060166665,29.6,10.0,8.899999999999999,0.0,26.5,9.1833333335,1.7349999999999999,14.0,3.0,4.0,3.0
central,2010,OCT,86.0,55.596774195,28.0,64.0,39.887096775,22.5,100.0,59.06451613,20.0,30.455,30.023225805,29.045,10.0,9.661290322500001,0.0,32.5,7.354838709999999,0.9750000000000001,11.0,0.0,2.0,8.0
central,2010,SEP,90.5,66.7,41.5,72.0,54.43333333,36.0,98.5,68.38333333,26.5,30.22,29.990333335000003,29.76,10.0,9.366666667,0.0,28.5,7.4666666665,3.215,20.0,0.0,2.0,12.0
east,2010,ARP,84.66666666666667,57.18888889000001,29.666666666666668,64.0,42.011111113333335,13.333333333333334,99.0,60.0,15.666666666666666,30.38333333333333,29.91,29.173333333333332,10.0,9.4,0.0,38.666666666666664,10.733333333333334,1.3583333333333334,25.0,0.0,4.0,14.0
east,2010,AUG,97.0,78.67741935333333,53.666666666666664,80.33333333333333,65.19354838333332,42.666666666666664,96.0,66.19354838666668,19.0,30.236666666666665,29.981505376666664,29.74,10.0,8.623655914,0.0,24.333333333333332,4.612903225666667,0.9700000000000001,27.0,0.0,13.0,18.0
east,2010,DEC,58.0,22.741935483333336,-1.3333333333333333,54.666666666666664,18.989247313333333,-5.333333333333333,98.0,82.40860215,50.333333333333336,30.51,30.092365593333337,29.50333333333333,10.0,6.892473118000001,0.0,31.666666666666668,9.344086022666666,1.2816666666666667,9.0,50.0,16.0,2.0
east,2010,FEB,40.666666666666664,24.011904763333334,0.0,34.666666666666664,19.55952381,-2.6666666666666665,100.0,81.01190476333333,42.333333333333336,30.400000000000002,30.032738093333336,29.686666666666667,10.0,6.976190476333333,0.0,30.0,8.976190477333335,0.5750000000000001,8.0,44.0,5.0,0.0
east,2010,JAN,45.666666666666664,19.172043013333333,-12.0,45.0,15.279569893333333,-17.0,100.0,83.34408602,51.666666666666664,30.566666666666666,30.126881716666663,29.23,10.0,7.000000000333333,0.0,29.666666666666668,9.720430107666667,0.48500000000000004,9.0,29.0,20.0,4.0
east,2010,JUL,96.0,78.20430107666665,52.0,80.33333333333333,67.62365591666666,40.0,100.0,71.16129032333333,25.333333333333332,30.366666666666664,29.98774193333333,29.706666666666667,10.0,8.913978494666667,0.3333333333333333,28.333333333333332,5.483870967666667,1.7966666666666669,36.0,0.0,6.0,28.0
east,2010,JUN,91.0,73.62051282,53.0,77.0,64.78034188,46.0,100.0,75.03675213999999,34.666666666666664,30.290000000000003,29.935418803333334,29.596666666666664,10.0,8.804273504333333,0.0,38.666666666666664,6.7239316239999996,3.955,51.0,0.0,12.0,43.0
east,2010,MAR,77.66666666666667,42.68817204333334,20.333333333333332,54.666666666666664,33.65591398,12.666666666666666,100.0,72.74193548333334,21.666666666666668,30.433333333333334,29.957634406666667,29.38,10.0,8.505376344,0.0,30.666666666666668,9.172043011666666,1.5366666666666664,37.0,0.0,15.0,5.0
east,2010,MAY,92.33333333333333,64.09204301,32.333333333333336,71.33333333333333,51.64430107333334,24.333333333333332,99.0,66.66623656,18.666666666666668,30.386666666666667,29.96214193333333,29.52,10.0,8.975913978666666,0.0,34.666666666666664,9.658064516,1.8983333333333334,45.0,0.0,4.0,26.0
east,2010,NOV,73.66666666666667,42.533333330000005,19.0,59.666666666666664,31.98888889,12.0,100.0,68.93333333333334,24.0,30.456666666666667,30.05633333333334,29.599999999999998,10.0,8.855555555666667,0.0,33.0,9.922222223333334,1.5283333333333333,27.0,6.0,8.0,5.0
east,2010,OCT,88.66666666666667,55.61290322666667,24.333333333333332,64.0,38.93548387333333,19.666666666666668,100.0,58.62365591333333,16.333333333333332,30.436666666666667,30.012795696666668,29.076666666666668,10.0,9.569892473,0.3333333333333333,39.333333333333336,8.376344084666668,0.7783333333333333,19.0,0.0,8.0,12.0
east,2010,SEP,93.66666666666667,66.82222222,40.666666666666664,72.0,52.999999996666666,35.0,100.0,65.03333333,22.0,30.206666666666667,29.987333333333336,29.74333333333333,10.0,9.555555555333333,0.0,30.0,7.466666666666666,1.7733333333333334,38.0,0.0,4.0,21.0
east southeast,2010,ARP,86.0,59.71234568,31.333333333333332,65.66666666666667,45.04074074,17.666666666666668,98.66666666666667,61.29629629666667,17.666666666666668,30.386666666666667,29.91785185333333,29.14,10.0,9.440740741,0.6666666666666666,35.0,9.535802468,2.005,27.0,0.0,2.0,18.0
east southeast,2010,AUG,96.0,77.12903225666666,51.333333333333336,82.33333333333333,67.0,48.333333333333336,100.0,72.80645161333332,27.666666666666668,30.256666666666664,29.987849463333333,29.753333333333334,10.0,8.741935483999999,0.0,23.0,4.193548387333333,1.1066666666666667,20.0,0.0,9.0,25.0
east southeast,2010,DEC,58.0,24.784946236666666,-0.3333333333333333,55.0,21.46236559,-3.6666666666666665,100.0,84.0,46.0,30.513333333333335,30.106021506666668,29.536666666666665,10.0,7.559139784666667,0.0,32.0,8.881720431333333,1.4416666666666667,9.0,40.0,10.0,5.0
east southeast,2010,FEB,44.333333333333336,25.214285713333336,1.6666666666666667,36.666666666666664,20.702380953333332,-1.6666666666666667,100.0,81.94047619,41.0,30.400000000000002,30.044880953333337,29.66,10.0,7.202380952333333,0.0,27.666666666666668,8.238095239,0.5283333333333333,11.0,35.0,8.0,4.0
east southeast,2010,JAN,50.333333333333336,22.107526879999998,-8.0,47.333333333333336,18.096774193333335,-12.333333333333334,100.0,83.88172042999999,52.0,30.616666666666664,30.148387096666667,29.283333333333335,10.0,7.043010753,0.0,29.333333333333332,9.247311828,0.6383333333333333,13.0,27.0,24.0,12.0
east southeast,2010,JUL,93.33333333333333,77.62365591333334,54.666666666666664,80.66666666666667,69.74193548333334,51.0,99.33333333333333,77.84946236333333,38.666666666666664,30.343333333333334,30.002365589999997,29.713333333333335,10.0,8.88172043,0.0,27.0,4.677419354666667,4.1066666666666665,38.0,0.0,8.0,40.0
east southeast,2010,JUN,91.0,75.48322690333333,56.333333333333336,80.66666666666667,67.74895700333333,49.0,100.0,77.41919966,36.666666666666664,30.27666666666667,29.95571732666667,29.616666666666664,10.0,8.769731801,0.0,31.666666666666668,5.750957854666667,4.601666666666667,48.0,0.0,11.0,50.0
east southeast,2010,MAR,77.33333333333333,44.333333333333336,22.0,54.666666666666664,36.31182795666666,19.666666666666668,100.0,75.23655914,25.333333333333332,30.44,29.948494623333332,29.42,10.0,8.591397849333335,0.0,28.333333333333332,7.763440861333333,2.033333333333333,36.0,3.0,10.0,10.0
east southeast,2010,MAY,90.0,65.22580645333333,34.333333333333336,72.0,55.064516129999994,27.333333333333332,99.0,71.32258064666667,26.0,30.399999999999995,29.970860213333335,29.52333333333333,10.0,8.838709677333334,0.3333333333333333,30.0,8.075268817333333,3.081666666666667,50.0,0.0,3.0,42.0
east southeast,2010,NOV,76.0,43.777777776666674,18.333333333333332,59.0,33.45555555666667,14.666666666666666,100.0,69.68888888666667,21.333333333333332,30.42,30.072000000000003,29.566666666666666,10.0,8.855555555666667,0.0,31.333333333333332,8.88888889,2.6083333333333334,25.0,5.0,5.0,10.0
east southeast,2010,OCT,87.33333333333333,57.24731183,25.333333333333332,65.33333333333333,40.27956989333333,22.0,100.0,57.65591398,17.0,30.433333333333334,30.026989243333333,29.166666666666668,10.0,9.860215053666666,2.0,34.0,7.494623654666667,0.6883333333333335,18.0,0.0,0.0,12.0
east southeast,2010,SEP,95.33333333333333,68.26666666666667,42.666666666666664,73.33333333333333,55.46666666666667,39.333333333333336,100.0,67.53333333,23.333333333333332,30.203333333333337,30.00266666666667,29.76,10.0,9.566666666333333,0.0,27.0,6.5,1.9100000000000001,30.0,0.0,5.0,20.0
northeast,2010,ARP,82.33333333333333,54.619841269999995,29.666666666666668,64.0,40.046825399999996,11.666666666666666,98.0,61.361904763333335,17.666666666666668,30.366666666666664,29.90077777666666,29.19666666666667,10.0,9.539682540000001,0.0,36.333333333333336,9.903174601,0.86,25.0,0.0,3.0,14.0
northeast,2010,AUG,92.33333333333333,74.60215053666667,52.666666666666664,77.66666666666667,63.935483870000006,43.666666666666664,98.33333333333333,71.06451612666666,23.0,30.246666666666666,29.979139786666668,29.736666666666665,10.0,8.817204301000002,0.0,25.666666666666668,4.924731182333333,1.0366666666666666,34.0,0.0,8.0,18.0
northeast,2010,DEC,52.666666666666664,20.11827956666667,-3.0,52.0,17.365591396666662,-7.0,98.66666666666667,86.75268817333334,59.0,30.5,30.07215053666667,29.47,10.0,6.763440860333334,0.0,32.333333333333336,8.946236559,1.2466666666666668,13.0,45.0,15.0,3.0
northeast,2010,FEB,37.333333333333336,24.285714286666664,0.3333333333333333,34.0,19.595238093333332,-2.0,98.33333333333333,81.83333333333333,45.666666666666664,30.37,30.017976190000002,29.72333333333333,10.0,7.607142857333333,0.3333333333333333,24.333333333333332,8.571428571666667,0.14,6.0,39.0,2.0,0.0
northeast,2010,JAN,41.333333333333336,19.411497103333332,-9.0,40.666666666666664,16.044251446666667,-13.666666666666666,99.33333333333333,84.71422663,45.666666666666664,30.52333333333333,30.08068238333333,29.169999999999998,10.0,7.125310174,0.0,28.0,9.131927213333332,0.4766666666666666,8.0,24.0,13.0,0.0
northeast,2010,JUL,90.0,74.22580645333333,52.0,77.66666666666667,66.06451613,45.333333333333336,97.66666666666667,76.37634408333334,34.666666666666664,30.373333333333335,29.980107526666668,29.713333333333335,10.0,9.311827957,0.0,27.333333333333332,5.763440860333334,1.3633333333333333,39.0,0.0,7.0,26.0
northeast,2010,JUN,87.33333333333333,70.22222221999999,52.333333333333336,76.33333333333333,62.72222222,45.0,98.0,77.97777777666666,34.666666666666664,30.296666666666667,29.926333333333332,29.55,10.0,9.122222222333333,0.0,40.0,6.544444444333333,3.14,52.0,0.0,9.0,38.0
northeast,2010,MAR,76.66666666666667,41.698924729999995,21.333333333333332,53.666666666666664,32.72043010666666,10.0,98.66666666666667,74.27956989333335,20.666666666666668,30.413333333333338,29.959677420000002,29.41333333333333,10.0,8.451612903000001,0.0,28.666666666666668,8.215053763333334,1.11,27.0,6.0,14.0,6.0
northeast,2010,MAY,90.0,61.24731183,32.333333333333336,72.33333333333333,50.27956989333333,25.0,98.0,69.74193548333334,19.0,30.37,29.965268816666665,29.496666666666666,10.0,9.139784946333334,0.0,31.666666666666668,8.806451612666665,3.0933333333333333,38.0,0.0,4.0,23.0
northeast,2010,NOV,71.0,42.21111111333333,18.666666666666668,61.333333333333336,31.73333333333333,9.666666666666666,98.33333333333333,70.06666666666666,22.666666666666668,30.459999999999997,30.026666666666667,29.55333333333333,10.0,8.955555555333333,0.0,29.0,9.677777775666666,0.7733333333333334,28.0,1.0,8.0,4.0
northeast,2010,OCT,87.66666666666667,55.49462365333333,27.333333333333332,62.0,36.80645161333334,7.0,94.0,54.90322580666666,8.666666666666666,30.436666666666667,29.99258064333333,29.00333333333333,10.0,9.741935483666666,0.6666666666666666,38.333333333333336,8.161290322333334,0.84,16.0,0.0,2.0,10.0
northeast,2010,SEP,88.66666666666667,65.8,42.333333333333336,71.33333333333333,50.81111111333333,30.333333333333332,92.33333333333333,62.62222222333333,18.666666666666668,30.223333333333333,29.974666663333334,29.73,10.0,9.511111111,1.0,33.666666666666664,7.677777777666667,1.2899999999999998,40.0,0.0,0.0,19.0
northwest,2010,ARP,83.0,56.07777778,29.666666666666668,62.0,40.144444443333335,14.333333333333334,98.33333333333333,58.28888889,16.666666666666668,30.356666666666666,29.899444443333334,29.186666666666667,10.0,9.466666666666667,0.0,35.333333333333336,10.244444443333334,1.34,21.0,0.0,2.0,16.0
northwest,2010,AUG,91.33333333333333,74.55491551666667,51.333333333333336,78.0,65.91820276333334,49.333333333333336,97.0,75.44738863333333,32.333333333333336,30.24,29.98299539,29.733333333333334,10.0,8.794546851,0.0,26.333333333333332,4.774961597333333,1.7700000000000002,24.0,0.0,9.0,21.0
northwest,2010,DEC,52.333333333333336,19.053763439999997,-6.333333333333333,51.0,15.806451613333332,-12.0,98.33333333333333,83.33333333666667,56.0,30.52,30.08677419333333,29.473333333333333,10.0,6.913978494666666,0.0,35.666666666666664,8.795698924666667,0.9733333333333333,11.0,33.0,14.0,2.0
northwest,2010,FEB,37.333333333333336,23.30952381,-4.0,33.333333333333336,18.166666666666668,-9.0,98.33333333333333,79.15476190666666,44.0,30.373333333333335,30.041309523333336,29.766666666666666,10.0,7.5,0.0,24.333333333333332,8.452380952333334,0.18666666666666668,10.0,25.0,3.0,0.0
northwest,2010,JAN,39.666666666666664,18.12117452,-14.333333333333334,39.333333333333336,14.388337466666668,-20.666666666666668,99.33333333333333,82.8325062,46.333333333333336,30.546666666666663,30.10003722,29.166666666666668,10.0,7.222084367333333,0.0,31.0,8.529776674999999,0.5433333333333333,7.0,17.0,9.0,0.0
northwest,2010,JUL,91.0,74.90322581,52.0,77.0,65.75268817333334,45.333333333333336,96.66666666666667,73.58064516,34.0,30.38,29.985053763333337,29.73,10.0,9.344086021666667,0.0,25.333333333333332,5.526881720666666,2.4066666666666667,24.0,0.0,4.0,24.0
northwest,2010,JUN,88.66666666666667,71.06666666666668,51.666666666666664,76.33333333333333,62.188888889999994,44.333333333333336,96.66666666666667,74.05555555666666,30.333333333333332,30.310000000000002,29.933888890000002,29.540000000000003,10.0,9.322222221999999,0.0,37.333333333333336,6.666666666666667,4.34,34.0,0.0,7.0,35.0
northwest,2010,MAR,76.66666666666667,41.69892473,19.333333333333332,53.0,32.31182795666667,12.666666666666666,98.66666666666667,72.92473118,22.0,30.423333333333336,29.973440856666667,29.44333333333333,10.0,8.311827957,0.0,27.0,8.473118279666666,1.0233333333333334,18.0,4.0,10.0,3.0
northwest,2010,MAY,92.0,61.98924731333333,32.666666666666664,71.0,49.40860215,24.666666666666668,96.66666666666667,65.79569892666666,19.0,30.383333333333336,29.97397849666667,29.51,10.0,9.290322580666666,0.0,34.666666666666664,9.258064516333334,4.08,26.0,0.0,2.0,18.0
northwest,2010,NOV,71.0,41.60864197666667,18.666666666666668,61.0,31.95308642,11.0,98.0,71.01358024666668,28.666666666666668,30.47,30.028123456666663,29.566666666666666,10.0,9.149382716,0.3333333333333333,30.666666666666668,9.735802467,0.8433333333333334,20.0,0.0,3.0,5.0
northwest,2010,OCT,88.33333333333333,54.655913976666675,24.666666666666668,63.0,38.60215054,19.0,95.66666666666667,59.32258064333333,14.666666666666666,30.459999999999997,30.00408602,28.97,10.0,9.795698924666667,1.6666666666666667,39.666666666666664,7.795698924666667,1.32,10.0,0.0,0.0,10.0
northwest,2010,SEP,89.66666666666667,65.33333333333333,38.666666666666664,72.0,52.71111111,35.333333333333336,97.33333333333333,67.06666666666666,24.666666666666668,30.233333333333334,29.984222220000003,29.73,10.0,9.655555555666666,0.6666666666666666,32.333333333333336,7.722222222333333,1.06,25.0,0.0,0.0,19.0
southeast,2010,ARP,84.0,60.55,34.0,65.5,45.650000000000006,20.5,100.0,60.83333333,17.0,30.38,29.94383333,29.25,10.0,9.6833333335,1.0,29.5,6.4,1.79,18.0,0.0,1.0,10.0
southeast,2010,AUG,99.0,78.29032258000001,55.0,80.5,66.79032258000001,41.0,100.0,70.741935485,21.0,30.24,29.976129030000003,29.75,15.0,8.9193548385,0.0,20.0,3.016129032,1.6349999999999998,13.0,0.0,4.0,8.0
southeast,2010,DEC,63.0,32.95910138,8.5,58.5,26.234447005,-6.0,93.5,77.789170505,16.5,30.53,30.12683756,29.58,10.0,8.280529953999999,0.0,27.0,6.130760369,0.655,13.0,15.0,1.0,0.0
southeast,2010,FEB,56.5,29.910714284999997,10.0,44.0,20.267857145,-18.5,100.0,70.30357143,16.5,30.36,30.04875,29.61,10.0,8.4642857145,0.5,22.0,5.5,0.32999999999999996,7.0,19.0,0.0,0.0
southeast,2010,JAN,54.0,27.187096775,-4.0,50.0,20.345698925,-8.5,100.0,75.97150537499999,22.0,30.65,30.156903225,29.35,10.0,7.835483871,0.0,24.0,6.7107526885,0.35,9.0,23.0,12.0,4.0
southeast,2010,JUL,93.0,78.20967741499999,55.0,79.5,69.241935485,49.0,100.0,75.0,32.5,30.310000000000002,30.00451613,29.729999999999997,10.0,9.290322581,1.0,19.0,3.2580645165,2.24,22.0,0.0,0.0,21.0
southeast,2010,JUN,92.0,77.35,59.0,78.0,68.03333333500001,49.0,100.0,73.41666666500001,32.5,30.235,29.963833335000004,29.619999999999997,10.0,9.4,0.0,23.5,4.233333333499999,1.81,22.0,0.0,3.0,24.0
southeast,2010,MAR,77.5,46.306451615,23.5,55.5,36.5,9.0,100.0,71.693548385,17.5,30.415,29.937580645000004,29.475,10.0,8.9354838705,0.0,29.5,6.0,2.34,22.0,0.0,2.0,5.0
southeast,2010,MAY,89.0,67.08064516499999,38.0,72.5,57.451612905000005,32.0,100.0,72.274193545,26.0,30.405,29.97032258,29.515,10.0,9.080645161500001,0.0,26.5,5.4032258065,1.98,32.0,0.0,8.0,29.0
southeast,2010,NOV,79.0,48.83333333,22.0,63.5,33.816666670000004,-43.5,96.5,65.75,4.0,30.435000000000002,30.08583333,29.53,10.0,8.6666666665,0.0,24.5,5.6,3.86,21.0,2.0,5.0,4.0
southeast,2010,OCT,89.0,60.822580645,29.0,68.5,34.59677419,-18.0,100.0,54.467741935,9.0,30.43,30.04,29.265,10.0,9.822580644999999,0.5,31.0,4.6774193545,0.505,10.0,0.0,1.0,6.0
southeast,2010,SEP,99.0,71.58333333499999,43.0,77.0,55.7,-11.0,100.0,66.0,11.0,30.195,30.006166665,29.76,10.0,9.516666667,0.0,23.5,3.8833333335,0.365,16.0,0.0,6.0,3.0
southwest,2010,ARP,82.66666666666667,61.21111111,34.333333333333336,65.66666666666667,46.22222222333334,24.0,77.33333333333333,58.55555555666667,28.666666666666668,30.36666666666667,29.923444443333334,29.16,10.0,9.688888889,0.6666666666666666,31.666666666666668,8.055555555666666,1.7433333333333334,29.0,0.0,1.0,13.0
southwest,2010,AUG,98.33333333333333,77.84946236333333,52.333333333333336,83.66666666666667,67.91397849666667,39.666666666666664,100.0,73.92473118,19.666666666666668,30.223333333333333,29.976774196666668,29.74,10.0,9.053763441000001,0.0,23.0,3.7096774193333335,2.6166666666666667,20.0,0.0,7.0,15.0
southwest,2010,DEC,63.333333333333336,29.494623656666665,1.6666666666666667,58.333333333333336,24.50537634666667,-3.0,100.0,80.15053763666667,36.666666666666664,30.536666666666665,30.11849462666667,29.570000000000004,10.0,8.612903226,0.0,32.0,7.774193548333334,1.97,20.0,21.0,5.0,6.0
southwest,2010,FEB,54.0,29.36904762,12.0,41.666666666666664,19.488095239999996,1.3333333333333333,76.66666666666667,66.64285714,35.666666666666664,30.366666666666664,30.055952380000004,29.656666666666666,10.0,8.559523809333333,0.6666666666666666,24.0,6.999999999666667,0.84,23.0,25.0,0.0,0.0
southwest,2010,JAN,52.0,25.978494623333333,-4.333333333333333,42.666666666666664,16.29032258333333,-14.333333333333334,76.66666666666667,66.95698924666667,35.666666666666664,30.64333333333333,30.154408599999996,29.263333333333335,10.0,7.752688171666667,0.0,25.333333333333332,8.236559139666667,0.7066666666666667,22.0,26.0,5.0,0.0
southwest,2010,JUL,93.66666666666667,79.21218638333333,55.0,79.66666666666667,64.33405017666666,-5.666666666666667,96.0,63.18637992999999,16.0,30.316666666666663,30.000007166666666,29.709999999999997,10.0,9.429390681333333,1.3333333333333333,28.666666666666668,4.356272401666667,4.766666666666667,44.0,0.0,2.0,36.0
southwest,2010,JUN,93.66666666666667,77.71111111333333,58.333333333333336,77.66666666666667,63.73333333,-7.333333333333333,74.66666666666667,64.05555555666666,15.666666666666666,30.25,29.954444446666667,29.590000000000003,10.0,9.566666666333333,0.0,25.333333333333332,5.355555555666666,3.473333333333333,42.0,0.0,3.0,38.0
southwest,2010,MAR,76.33333333333333,46.344086023333325,21.0,54.666666666666664,34.053763440000004,5.0,76.66666666666667,63.79569892000001,21.666666666666668,30.41333333333333,29.93989247,29.47,10.0,8.924731182666667,0.0,28.0,7.064516129333334,2.0466666666666664,32.0,0.0,1.0,3.0
southwest,2010,MAY,92.33333333333333,66.94623655666668,37.0,76.33333333333333,54.021505376666674,22.333333333333332,76.66666666666667,64.59139785,17.0,30.416666666666668,29.963440863333332,29.503333333333334,10.0,9.279569892666666,0.0,30.666666666666668,6.107526881999999,3.223333333333333,48.0,0.0,4.0,37.0
southwest,2010,NOV,77.0,46.68888889000001,20.333333333333332,61.0,33.95555555666667,8.666666666666666,100.0,65.98888889,12.666666666666666,30.416666666666668,30.075,29.580000000000002,10.0,8.933333333666667,0.0,28.0,7.722222222333333,2.9933333333333327,24.0,3.0,6.0,7.0
southwest,2010,OCT,87.0,58.39784946,27.666666666666668,62.666666666666664,39.05376344333334,14.666666666666666,96.0,55.12903225666667,15.0,30.436666666666667,30.037419350000004,29.183333333333337,10.0,9.774193548333335,0.6666666666666666,30.0,5.548387097,0.41666666666666674,16.0,0.0,2.0,10.0
southwest,2010,SEP,93.66666666666667,68.31111111,42.666666666666664,73.66666666666667,57.31111110999999,37.333333333333336,100.0,72.49999999666666,24.333333333333332,30.223333333333333,30.006,29.766666666666666,10.0,8.922222222333334,0.0,22.0,4.9555555553333335,1.7366666666666664,36.0,0.0,15.0,10.0
west,2010,ARP,85.0,59.07936507666667,30.333333333333332,63.333333333333336,45.56269841,21.666666666666668,98.0,63.341269839999995,20.0,30.316666666666663,29.86879365,29.086666666666662,10.0,9.450793650666668,0.0,29.333333333333332,7.583333333333333,4.9,34.0,0.0,6.0,12.0
west,2010,AUG,94.0,76.37777777666666,53.0,81.0,66.86031746333333,50.0,94.66666666666667,73.31904762,33.0,30.24333333333333,29.97626984333333,29.706666666666667,10.0,9.185714286,0.0,26.666666666666668,3.955555555666667,2.6599999999999997,31.0,0.0,6.0,14.0
west,2010,DEC,57.666666666666664,23.78100358333333,-2.3333333333333335,51.333333333333336,19.031541216666668,-8.0,95.66666666666667,79.23727599,47.333333333333336,30.513333333333335,30.09059857,29.47,10.0,7.626164874333334,0.0,29.333333333333332,6.811111111,0.9366666666666665,7.0,43.0,6.0,2.0
west,2010,FEB,37.666666666666664,22.261904759999997,-1.6666666666666667,35.333333333333336,17.738095236666666,-7.333333333333333,97.66666666666667,80.51190476,36.0,30.350000000000005,30.055238096666667,29.8,10.0,7.095238095333333,0.0,23.333333333333332,6.726190475999999,0.4666666666666666,2.0,46.0,10.0,0.0
west,2010,JAN,43.333333333333336,19.225806453333334,-11.0,43.0,14.935483869999999,-17.666666666666668,97.66666666666667,82.31182795666666,48.333333333333336,30.573333333333334,30.128387099999998,29.19333333333333,10.0,6.76344086,0.0,29.0,6.698924730999999,1.58,6.0,29.0,21.0,0.0
west,2010,JUL,93.66666666666667,77.67741935333333,58.666666666666664,79.66666666666667,68.11827956666667,45.666666666666664,94.33333333333333,73.45161290333334,27.333333333333332,30.346666666666664,29.97677419,29.72,10.0,9.430107526666667,0.0,27.333333333333332,4.559139784666667,5.406666666666666,41.0,0.0,4.0,24.0
west,2010,JUN,91.0,74.54406130000001,58.0,77.0,66.05977011333333,50.666666666666664,98.0,76.14482758666666,32.333333333333336,30.28333333333333,29.923394633333334,29.573333333333334,10.0,9.507279693333333,0.0,29.333333333333332,5.137164750666666,8.643333333333333,49.0,0.0,4.0,30.0
west,2010,MAR,79.33333333333333,43.77419354666667,18.333333333333332,53.333333333333336,35.27956989333333,15.333333333333334,98.0,74.46236559,24.333333333333332,30.37333333333333,29.950645163333334,29.41,10.0,8.086021505666666,0.0,24.333333333333332,7.7956989246666675,2.126666666666667,30.0,8.0,11.0,4.0
west,2010,MAY,91.0,62.94623655666666,33.666666666666664,74.33333333333333,53.23655914333333,31.333333333333332,98.0,71.34408602,23.0,30.386666666666667,29.962688170000003,29.513333333333335,10.0,9.301075269,0.0,30.0,6.612903225666666,6.173333333333333,43.0,0.0,8.0,20.0
west,2010,NOV,73.66666666666667,43.133333330000006,19.0,60.333333333333336,31.83333333666667,7.666666666666667,95.66666666666667,68.25555555333334,24.0,30.42,30.021,29.586666666666662,10.0,9.055555555333333,0.0,31.333333333333332,8.022222222333333,1.01,27.0,5.0,4.0,6.0
west,2010,OCT,86.0,55.215053759999996,26.666666666666668,62.333333333333336,39.591397846666666,18.333333333333332,95.66666666666667,59.677419353333335,17.333333333333332,30.45,30.010322579999997,28.96666666666667,10.0,9.860215053666668,0.3333333333333333,32.666666666666664,6.021505376333333,1.5533333333333335,12.0,0.0,2.0,6.0
west,2010,SEP,87.0,65.85432098666666,40.0,72.66666666666667,55.44691358,35.333333333333336,94.33333333333333,70.82962962666667,25.666666666666668,30.203333333333333,29.984740739999996,29.703333333333337,10.0,9.434567901333335,0.3333333333333333,28.333333333333332,6.392592592333334,3.8266666666666667,39.0,0.0,4.0,20.0
west southwest,2010,ARP,85.66666666666667,61.199999999999996,34.0,66.33333333333333,46.199999999999996,21.666666666666668,100.0,61.65555555666666,19.666666666666668,30.35666666666667,29.90533333333333,29.073333333333334,10.0,9.411111110999999,0.0,35.666666666666664,10.1,1.6849999999999998,34.0,0.0,4.0,13.0
west southwest,2010,AUG,97.66666666666667,78.29032258000001,54.0,81.66666666666667,67.75268817333334,51.0,100.0,72.56989247333334,32.333333333333336,30.22666666666667,29.977204303333334,29.73,10.0,9.064516129,0.0,27.0,4.967741935666666,1.455,18.0,0.0,9.0,13.0
west southwest,2010,DEC,60.666666666666664,27.72043010666667,0.0,57.0,23.290322579999998,-3.3333333333333335,100.0,81.38709677333333,46.666666666666664,30.53333333333333,30.103978496666667,29.53333333333333,10.0,7.849462365666667,0.0,30.333333333333332,9.720430107333334,0.7266666666666666,11.0,34.0,5.0,5.0
west southwest,2010,FEB,47.666666666666664,27.654761903333334,5.333333333333333,37.333333333333336,21.345238096666666,1.3333333333333333,100.0,76.85714285666666,34.666666666666664,30.37,30.053928573333334,29.7,10.0,7.690476190666666,0.0,29.333333333333332,8.511904762,0.9616666666666666,17.0,34.0,4.0,0.0
