"STATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00257040","1997-07","519","0","319","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","10","1,0","45",",0,04,","0",",,0,31,+","0.0",",,0,31,+","0.45",",,0,01,","98","1,0,26,+","6","0","6","1,0","0.45",",,,0","0.0",",,,0","75.4","1,0","87.2","1,,,0","63.7",",,,0"
"USC00257040","1997-08","747","0","228","1,0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","7","1,0","52",",0,13,+","0",",,0,31,+","0.0",",,0,31,+","3.22",",,0,11,","94","1,0,03,","7","0","2","1,0","5.79",",,,0","0.0",",,,0","72.4","1,0","83.9","1,,,0","60.9",",,,0"
"USC00257040","1997-09","857","0","110","1,0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","0","1,0","40",",0,29,","0",",,0,30,+","0.0",",,0,30,+","2.13",",,0,24,","88","1,0,18,+","78","0","70","1,0","4.79",",,,0","0.0",",,,0","66.3","1,0","78.9","1,,,0","53.8",",,,0"
"USC00257040","1997-10","900","0","43","1,0","5",",0","5",",0","4",",0","2",",0","0",",0","7",",0","1","1,0","10","1,0","1","1,0","4",",0,27,","5",",,0,26,","3.0",",,0,26,","1.80",",,0,25,","91","1,0,02,","499","0","422","1,0","4.74",",,,0","5.0",",,,0","52.7","1,0","65.0","1,,,0","40.4",",,,0"
"USC00257040","1997-11","900","0","0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","24",",0","3",",0","0",",0","0",",0","1",",0,16,","0",",,0,30,+","0.0",",,0,30,+","0.32",",,0,29,","66",",0,25,","1362","0","862",",0","0.39",",,,0","0.0",",,,0","36.3",",0","47.9",",,,0","24.6",",,,0"
"USC00257040","1997-12","900","0","0",",0","3",",0","0",",0","1",",0","1",",0","0",",0","31",",0","8",",0","0",",0","0",",0","5",",0,12,","1",",,0,25,","1.0",",,0,25,","0.03",",,0,25,+","59",",0,14,","2434","0","1073",",0","0.08",",,,0","1.0",",,,0","30.4",",0","39.8",",,,0","21.0",",,,0"
"USC00257040","1998-01","0","0","0",",0","2",",0","0",",0","7",",0","2",",0","3",",0","31",",0","12",",0","0",",0","0",",0","-8",",0,13,","1",",,0,21,+","1.0",",,0,20,+","0.08",",,0,15,","63",",0,01,","3610","0","1176",",0","0.09",",,,0","2.0",",,,0","27.0",",0","38.4",",,,0","15.7",",,,0"
"USC00257040","1998-02","0","0","0","1,0","4",",0","1",",0","3",",0","3",",0","0",",0","22",",0","4","1,0","0","1,0","0","1,0","10",",0,07,","1",",,0,28,+","1.0",",,0,28,+","0.18",",,0,10,","63","1,0,25,","4417","0","806","1,0","0.34",",,,0","3.0",",,,0","35.3","1,0","44.0","1,,,0","26.5",",,,0"
"USC00257040","1998-03","0","0","0",",0","7",",0","5",",0","6",",0","2",",0","0",",0","25",",0","10",",0","4",",0","0",",0","4",",0,09,","6",",,0,09,+","4.0",",,0,08,","1.27",",,0,28,","78",",0,26,","5397","0","980",",0","3.03",",,,0","6.0",",,,0","33.4",",0","42.7",",,,0","24.0",",,,0"
"USC00257040","1998-04","3","0","3","1,0","9",",0","5",",0","0",",0","0",",0","0",",0","10",",0","0","1,0","6","1,0","0","1,0","22",",0,17,","0",",,0,30,+","0.0",",,0,30,+","1.30",",,0,08,","79","1,0,12,+","5873","0","476","1,0","3.14",",,,0","0.0",",,,0","48.7","1,0","61.5","1,,,0","36.0",",,,0"
"USC00257040","1998-05","96","0","92",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","35",",0,08,+","0",",,0,31,+","0.0",",,0,31,+","0.36",",,0,20,","88",",0,18,+","5982","0","108",",0","1.50",",,,0","0.0",",,,0","64.5",",0","77.9",",,,0","51.1",",,,0"
"USC00257040","1998-06","264","0","168",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","6",",0","36",",0,06,","0",",,0,30,+","0.0",",,0,30,+","1.42",",,0,14,","96",",0,17,","6050","0","68",",0","7.10",",,,0","0.0",",,,0","68.4",",0","80.9",",,,0","55.8",",,,0"
"USC00257040","1998-07","606","0","342",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","59",",0,01,","0",",,0,31,+","0.0",",,0,31,+","2.63",",,0,05,","97",",0,21,+","0","0","0",",0","4.73",",,,0","0.0",",,,0","76.0",",0","85.0",",,,0","67.0",",,,0"
"USC00257040","1998-08","896","0","290","1,0","8",",0","8",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","12",",0","56","1,0,29,","0",",,0,31,+","0.0",",,0,31,+","0.82",",,0,21,","94",",0,30,","0","0","0",",0","2.81",",,,0","0.0",",,,0","74.5","1,0","85.6",",,,0","63.3","1,,,0"
"USC00257040","1998-09","1084","0","188",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","44",",0,23,","0",",,0,30,+","0.0",",,0,30,+","0.18",",,0,22,+","99",",0,06,","19","0","19",",0","0.36",",,,0","0.0",",,,0","70.6",",0","84.8",",,,0","56.4",",,,0"
"USC00257040","1998-10","1091","0","7","2,0","10",",0","5",",0","0",",0","0",",0","0","2,0","3","2,0","0",",0","13",",0","0",",0","28","2,0,22,","0",",,0,31,+","0.0",",,0,31,+","1.12",",,0,02,","79",",0,15,","338","0","319",",0","2.02",",,,0","0.0",",,,0","54.0","2,0","66.0",",,,0","42.0","2,,,0"
"USC00257040","1998-11","1091","0","0","1,0","8",",0","6",",0","1",",0","1",",0","0",",0","17",",0","0","1,0","2","1,0","0","1,0","20",",0,20,","1",",,0,04,","1.0",",,0,04,","0.54",",,0,03,","73","1,0,27,","994","0","656","1,0","2.02",",,,0","1.0",",,,0","42.3","1,0","53.5","1,,,0","31.2",",,,0"
"USC00257040","1998-12","1091","0","0","1,0","1",",0","0",",0","4",",0","2",",0","4","1,0","29","1,0","6","1,0","1","1,0","0","1,0","-15","1,0,22,","3",",,0,21,+","3.0",",,0,20,","0.05",",,0,20,","71","1,0,03,","2027","0","1033","1,0","0.05",",,,0","4.0",",,,0","30.6","1,0","45.7","1,,,0","15.4","1,,,0"
"USC00257040","1999-01","0","0","0",",0","2",",0","2",",0","10",",0","2",",0","4",",0","30",",0","9",",0","0",",0","0",",0","-11",",0,04,","4",",,0,07,+","4.0",",,0,02,","0.30",",,0,02,","65",",0,15,","3224","0","1196",",0","0.48",",,,0","6.0",",,,0","26.4",",0","37.5",",,,0","15.3",",,,0"
"USC00257040","1999-02","0","0","0",",0","4",",0","1",",0","2",",0","3",",0","0",",0","25",",0","3",",0","3",",0","0",",0","12",",0,13,","6",",,0,23,","5.0",",,0,23,","0.18",",,0,23,","72",",0,14,+","3974","0","750",",0","0.26",",,,0","7.0",",,,0","38.2",",0","52.6",",,,0","23.8",",,,0"
"USC00257040","1999-03","0","0","0",",0","4",",0","3",",0","2",",0","1",",0","0",",0","24",",0","2",",0","5",",0","0",",0","13",",0,03,","6",",,0,09,","6.0",",,0,09,","0.44",",,0,22,","81",",0,16,","4734","0","759",",0","1.07",",,,0","6.1",",,,0","40.5",",0","54.0",",,,0","27.0",",,,0"
"USC00257040","1999-04","2","0","2","1,0","11",",0","8",",0","0",",0","0",",0","0",",0","9",",0","0","1,0","9","1,0","0","1,0","22",",0,04,","0",",,0,30,+","0.0",",,0,30,+","1.39",",,0,14,","78","1,0,20,","5157","0","423","1,0","6.46",",,,0","0.0",",,,0","50.4","1,0","62.6","1,,,0","38.2",",,,0"
"USC00257040","1999-05","34","0","32",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","35",",0,12,","0",",,0,31,+","0.0",",,0,31,+","1.47",",,0,05,","84",",0,09,","5297","0","140",",0","4.84",",,,0","0.0",",,,0","61.5",",0","73.2",",,,0","49.8",",,,0"
"USC00257040","1999-06","173","0","139",",0","12",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","42",",0,17,","0",",,0,30,+","0.0",",,0,30,+","2.12",",,0,01,","91",",0,09,+","5335","0","37",",0","7.35",",,,0","0.0",",,,0","68.4",",0","78.2",",,,0","58.6",",,,0"
"USC00257040","1999-07","567","0","394",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","46",",0,11,","0",",,0,31,+","0.0",",,0,31,+","0.85",",,0,01,","96",",0,30,+","5","0","5",",0","1.92",",,,0","0.0",",,,0","77.6",",0","89.1",",,,0","66.0",",,,0"
"USC00257040","1999-08","798","0","230",",0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","52",",0,13,","0",",,0,31,+","0.0",",,0,31,+","1.26",",,0,11,","94",",0,15,","7","0","2",",0","4.05",",,,0","0.0",",,,0","72.4",",0","83.5",",,,0","61.2",",,,0"
"USC00257040","1999-09","864","0","66",",0","2",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","1",",0","30",",0,29,","0",",,0,30,+","0.0",",,0,30,+","0.27",",,0,04,","90",",0,01,","138","0","131",",0","0.51",",,,0","0.0",",,,0","62.9",",0","77.2",",,,0","48.5",",,,0"
"USC00257040","1999-10","869","0","4","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0","1,0","20","1,0","0","1,0","23",",0,24,","0",",,0,31,+","0.0",",,0,31,+","0.20",",,0,08,","83","1,0,27,","504","0","366","1,0","0.20",",,,0","0.0",",,,0","52.9","1,0","69.8","1,,,0","36.0",",,,0"
"USC00257040","1999-11","869","0","0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","20",",0","0",",0","10",",0","0",",0","18",",0,24,","0",",,0,30,+","0.0",",,0,30,+","0.17",",,0,23,","82",",0,13,","1081","0","577",",0","0.17",",,,0","0.0",",,,0","45.8",",0","62.6",",,,0","28.9",",,,0"
"USC00257040","1999-12","869","0","0",",0","2",",0","1",",0","2",",0","1",",0","0",",0","30",",0","2",",0","0",",0","0",",0","2",",0,21,","2",",,0,15,","2.0",",,0,15,","0.11",",,0,15,","68",",0,29,","2073","0","992",",0","0.18",",,,0","2.0",",,,0","33.0",",0","46.5",",,,0","19.5",",,,0"
"USC00257040","2000-01","0","0","0",",0","4",",0","2",",0","5",",0","2",",0","0",",0","31",",0","7",",0","0",",0","0",",0","3",",0,04,","3",",,0,31,+","2.0",",,0,28,","0.18",",,0,28,","68",",0,15,","3156","0","1083",",0","0.41",",,,0","3.8",",,,0","30.1",",0","42.8",",,,0","17.3",",,,0"
"USC00257040","2000-02","0","0","0",",0","5",",0","3",",0","6",",0","1",",0","0",",0","23",",0","5",",0","0",",0","0",",0","2",",0,19,+","7",",,0,18,","7.0",",,0,18,","0.47",",,0,24,","69",",0,28,","3987","0","831",",0","1.37",",,,0","7.5",",,,0","36.3",",0","49.2",",,,0","23.5",",,,0"
"USC00257040","2000-03","0","0","0",",0","5",",0","4",",0","0","1,0","1",",0","0",",0","17",",0","0",",0","4",",0","0",",0","12",",0,16,","0","1,,0,31,+","3.0",",,0,18,","0.35",",,0,08,","73",",0,06,","4642","0","654",",0","1.07",",,,0","3.0",",,,0","43.9",",0","56.6",",,,0","31.2",",,,0"
"USC00257040","2000-04","1","0","1",",0","5","1,0","4","1,0","0","5,0","0","1,0","0",",0","9",",0","0",",0","11",",0","0",",0","17",",0,04,","0","5,,0,30,+","0.0","1,,0,30,+","0.72","1,,0,21,","85",",0,05,","5033","0","392",",0","1.95","1,,,0","0.0","1,,,0","52.0",",0","66.8",",,,0","37.1",",,,0"
"USC00257040","2000-05","89","0","88",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","33",",0,13,","0",",,0,31,+","0.0",",,0,31,+","0.58",",,0,08,","94",",0,29,","5130","0","97",",0","1.81",",,,0","0.0",",,,0","64.7",",0","78.4",",,,0","51.0",",,,0"
"USC00257040","2000-06","276","0","187",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","39",",0,05,","0",",,0,30,+","0.0",",,0,30,+","0.90",",,0,10,","95",",0,15,+","5157","0","26",",0","2.03",",,,0","0.0",",,,0","70.3",",0","84.2",",,,0","56.5",",,,0"
"USC00257040","2000-07","606","0","330","1,0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","11","1,0","56",",0,31,","0",",,0,31,+","0.0",",,0,31,+","3.42",",,0,04,","95","1,0,14,+","0","0","0","1,0","6.19",",,,0","0.0",",,,0","76.1","1,0","86.9","1,,,0","65.3",",,,0"
"USC00257040","2000-08","1011","0","405","1,0","5",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","19",",0","52","1,0,18,","0",",,0,31,+","0.0",",,0,31,+","0.46",",,0,19,","101",",0,28,","0","0","0",",0","0.81",",,,0","0.0",",,,0","78.6","1,0","90.9",",,,0","66.2","1,,,0"
"USC00257040","2000-09","1162","0","151","1,0","6",",0","6",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","24","1,0","11","1,0","29",",0,25,","0",",,0,30,+","0.0",",,0,30,+","0.28",",,0,01,","94","1,0,13,+","108","0","108","1,0","1.27",",,,0","0.0",",,,0","66.5","1,0","82.0","1,,,0","51.1",",,,0"
"USC00257040","2000-10","1166","0","4","1,0","6",",0","5",",0","0",",0","0",",0","0",",0","5",",0","0","1,0","16","1,0","0","1,0","11",",0,08,","0",",,0,31,+","0.0",",,0,31,+","0.63",",,0,30,","87","1,0,01,","419","0","310","1,0","2.18",",,,0","0.0",",,,0","54.8","1,0","68.4","1,,,0","41.2",",,,0"
"USC00257040","2000-11","1166","0","0","2,0","4",",0","4",",0","20",",0","2",",0","1",",0","27",",0","9","2,0","0","2,0","0","2,0","-6",",0,17,","12",",,0,12,","9.0",",,0,12,","0.92",",,0,12,","64","2,0,05,","1480","0","1061","2,0","1.56",",,,0","12.0",",,,0","28.0","2,0","38.0","2,,,0","17.9",",,,0"
"USC00257040","2000-12","1166","0","0","4,0","2",",0","2",",0",,,,,"9","2,0","29","2,0","21","2,0","0","2,0","0","2,0","-10","2,0,12,",,,,,"0.13",",,0,11,","51","2,0,07,","2739","0","1259","2,0","0.25",",,,0",,,"18.5","4,0","27.9","2,,,0","9.1","2,,,0"
"USC00257040","2001-01","0","0","0",",0","4",",0","3",",0",,,"3",",0","3",",0","31",",0","6",",0","0",",0","0",",0","-6",",0,01,",,,"8.0",",,0,30,","0.65",",,0,30,","54",",0,12,+","3883","0","1144",",0","1.46",",,,0","16.0",",,,0","28.1",",0","39.7",",,,0","16.5",",,,0"
"USC00257040","2001-02","0","0","0","2,0","5",",0","2",",0","23",",0","4",",0","4",",0","28",",0","14","2,0","0","2,0","0","2,0","-10",",0,02,","8",",,0,01,","3.0",",,0,28,+","0.35",",,0,25,","53","2,0,05,","4989","0","1106","2,0","0.63",",,,0","11.0",",,,0","22.7","2,0","32.2","2,,,0","13.3",",,,0"
"USC00257040","2001-03","0","0","0","3,0","4",",0","4",",0","2",",0","2",",0","0",",0","24",",0","0","3,0","0","3,0","0","3,0","12",",0,12,","3",",,0,12,","3.0",",,0,12,","0.32",",,0,22,","64","3,0,14,","5780","0","791","3,0","0.89",",,,0","4.0",",,,0","36.8","3,0","47.9","3,,,0","25.7",",,,0"
"USC00257040","2001-04","7","0","7","2,0","8",",0","6",",0","0",",0","0",",0","0","1,0","7","1,0","0","1,0","10","1,0","0","1,0","22","1,0,17,+","0",",,0,30,+","0.0",",,0,30,+","1.19",",,0,07,","84","1,0,26,","6112","0","332","1,0","4.16",",,,0","0.0",",,,0","53.6","2,0","68.0","1,,,0","39.2","1,,,0"
"USC00257040","2001-05","79","0","72",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","3",",0","35",",0,22,","0",",,0,31,+","0.0",",,0,31,+","2.08",",,0,05,","92",",0,15,+","6268","0","156",",0","4.41",",,,0","0.0",",,,0","62.3",",0","75.2",",,,0","49.4",",,,0"
"USC00257040","2001-06","305","0","226","1,0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","10","1,0","41",",0,02,","0",",,0,30,+","0.0",",,0,30,+","0.52",",,0,03,","96","1,0,18,","6305","0","36","1,0","1.21",",,,0","0.0",",,,0","71.5","1,0","84.6","1,,,0","58.3",",,,0"
"USC00257040","2001-07","738","0","432",",0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","59",",0,02,","0",",,0,31,+","0.0",",,0,31,+","0.76",",,0,24,","101",",0,07,+","0","0","0",",0","2.57",",,,0","0.0",",,,0","79.0",",0","90.2",",,,0","67.7",",,,0"
"USC00257040","2001-08","1037","0","299",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","51",",0,19,+","0",",,0,31,+","0.0",",,0,31,+","1.46",",,0,15,","95",",0,05,","0","0","0",",0","2.38",",,,0","0.0",",,,0","74.6",",0","86.9",",,,0","62.4",",,,0"
"USC00257040","2001-09","1114","0","77","2,0","7",",0","4",",0","0",",0","0",",0","0",",0","1",",0","0","2,0","24","2,0","2","2,0","32",",0,24,","0",",,0,30,+","0.0",",,0,30,+","1.14",",,0,15,","91","2,0,03,","81","0","80","2,0","2.37",",,,0","0.0",",,,0","64.8","2,0","77.9","2,,,0","51.8",",,,0"
"USC00257040","2001-10","1126","0","13","2,0","3",",0","3",",0","0",",0","0",",0","0",",0","10",",0","0","2,0","15","2,0","0","2,0","21",",0,16,","0",",,0,31,+","0.0",",,0,31,+","0.41",",,0,13,","87","2,0,04,+","398","0","317","2,0","0.73",",,,0","0.0",",,,0","54.4","2,0","70.8","2,,,0","37.9",",,,0"
"USC00257040","2001-11","1126","0","0","1,0","3",",0","2",",0","0",",0","0","1,0","0",",0","14",",0","2","1,0","7","1,0","0","1,0","8",",0,29,","0",",,0,30,+","0.0","1,,0,30,+","1.34",",,0,24,","77","1,0,07,","961","0","563","1,0","1.79",",,,0","0.0","1,,,0","45.7","1,0","59.3","1,,,0","32.0",",,,0"
"USC00257040","2001-12","1126","0","0","1,0","0",",0","0",",0","0",",0","0","1,0","2",",0","31",",0","4","1,0","0","1,0","0","1,0","-3",",0,31,","0",",,0,31,+","0.0","1,,0,31,+","0.00",",T,0,29,+","61","1,0,02,","1943","0","982","1,0","0.00",",T,,0","0.0","1,,,0","32.4","1,0","46.0","1,,,0","18.9",",,,0"
"USC00257040","2002-01","0","0","0","1,0","1",",0","1",",0","1",",0","1",",0","1",",0","30",",0","7","1,0","2","1,0","0","1,0","0",",0,01,","6",",,0,31,","6.0",",,0,31,","0.27",",,0,31,","73","1,0,26,","2946","0","1003","1,0","0.27",",,,0","6.0",",,,0","31.4","1,0","45.8","1,,,0","16.9",",,,0"
"USC00257040","2002-02","0","0","0","1,0","1",",0","1",",0","6","1,0","0","2,0","1",",0","27",",0","3","1,0","1","1,0","0","1,0","-5",",0,27,","12","1,,0,02,+","0.0","2,,0,28,+","0.14",",,0,01,","76","1,0,23,","3838","0","891","1,0","0.14",",,,0","0.0","2,,,0","32.2","1,0","47.1","1,,,0","17.3",",,,0"
"USC00257040","2002-03","0","0","0",",0","5",",0","2",",0",,,"1","1,0","3",",0","30",",0","4",",0","0",",0","0",",0","-10",",0,03,",,,"7.0","1,,0,02,","0.18",",,0,02,","69",",0,12,","4829","0","991",",0","0.48",",,,0","7.0","1,,,0","33.0",",0","47.2",",,,0","18.8",",,,0"
"USC00257040","2002-04","38","0","38",",0","4",",0","3",",0","0",",0","0",",0","0",",0","7",",0","0",",0","16",",0","2",",0","13",",0,03,","0",",,0,30,+","0.0",",,0,30,+","0.49",",,0,21,","94",",0,15,","5202","0","373",",0","1.37",",,,0","0.0",",,,0","53.8",",0","69.1",",,,0","38.6",",,,0"
"USC00257040","2002-05","82","0","44","3,0","9",",0","7",",0","0",",0","0",",0","0",",0","4",",0","0","3,0","16","3,0","2","3,0","27",",0,10,","0",",,0,31,+","0.0",",,0,31,+","1.21",",,0,27,","93","3,0,31,","5414","0","212","3,0","2.88",",,,0","0.0",",,,0","59.1","3,0","73.8","3,,,0","44.3",",,,0"
"USC00257040","2002-06","422","0","340",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","47",",0,14,","0",",,0,30,+","0.0",",,0,30,+","0.96",",,0,20,","98",",0,02,","5418","0","4",",0","2.68",",,,0","0.0",",,,0","76.2",",0","88.9",",,,0","63.5",",,,0"
"USC00257040","2002-07","851","0","429","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","20","1,0","55",",0,13,","0",",,0,31,+","0.0",",,0,31,+","0.84",",,0,22,","103","1,0,19,","0","0","0","1,0","1.09",",,,0","0.0",",,,0","79.4","1,0","92.0","1,,,0","66.6",",,,0"
"USC00257040","2002-08","1167","0","316",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","51",",0,02,","0",",,0,31,+","0.0",",,0,31,+","1.18",",,0,27,","97",",0,01,","1","0","1",",0","3.42",",,,0","0.0",",,,0","75.2",",0","87.6",",,,0","62.7",",,,0"
"USC00257040","2002-09","1291","0","124","2,0","5",",0","3",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","27","1,0","5","1,0","36","2,0,22,","0",",,0,30,+","0.0",",,0,30,+","0.40",",,0,10,","94","1,0,04,","57","0","56","1,0","1.30",",,,0","0.0",",,,0","67.2","2,0","79.5","1,,,0","55.0","2,,,0"
"USC00257040","2002-10","1295","0","4","3,0","10",",0","7",",0","1","4,0","2","1,0","0","1,0","11","1,0","3","2,0","8","2,0","0","2,0","23","1,0,31,+","4","4,,0,24,","3.0","1,,0,24,","0.64",",,0,23,","88","2,0,01,","554","0","497","2,0","2.76",",,,0","5.0","1,,,0","47.2","3,0","58.6","2,,,0","35.7","1,,,0"
"USC00257040","2002-11","1295","0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2","1,0","3","1,0","0","1,0","12",",0,25,","0",",,0,30,+","0.0",",,0,30,+","0.00",",T,0,25,+","75","1,0,09,","1299","0","745","1,0","0.00",",T,,0","0.0",",,,0","39.2","1,0","54.1","1,,,0","24.3",",,,0"
"USC00257040","2002-12","1295","0","0","1,0","1",",0","0",",0","0",",0","0","1,0","0",",0","31",",0","3","1,0","1","1,0","0","1,0","4",",0,25,+","0",",,0,31,+","0.0","1,T,0,04,","0.02",",,0,18,","70","1,0,15,","2262","0","963","1,0","0.02",",,,0","0.0","1,T,,0","32.9","1,0","48.0","1,,,0","17.9",",,,0"
"USC00257040","2003-01","0","0","0",",0","4",",0","2",",0","7","3,0","2","4,0","4",",0","30",",0","10",",0","1",",0","0",",0","-17",",0,23,","4","3,,0,16,","4.0","4,,0,16,","0.17",",,0,16,","70",",0,08,","3444","0","1182",",0","0.39",",,,0","7.0","4,,,0","26.9",",0","39.1",",,,0","14.6",",,,0"
"USC00257040","2003-02","0","0","0",",0","4",",0","2",",0",,,"0","5,0","4",",0","26",",0","10",",0","1",",0","0",",0","-10",",0,25,",,,"0.0","5,,0,28,+","0.26",",,0,15,","70",",0,01,","4528","0","1084",",0","0.48",",,,0","0.0","5,,,0","26.3",",0","38.1",",,,0","14.4",",,,0"
"USC00257040","2003-03","0","0","0","1,0","4","1,0","2","1,0","0","4,0","0","3,0","0","1,0","20","1,0","2","1,0","8","1,0","0","1,0","5","1,0,09,","0","4,,0,31,+","0.0","3,,0,31,+","0.22","1,,0,18,","86","1,0,31,","5226","0","698","1,0","0.48","1,,,0","0.0","3,,,0","41.7","1,0","57.7","1,,,0","25.8","1,,,0"
"USC00257040","2003-04","22","0","22","1,0","11",",0","9",",0",,,"2",",0","0",",0","5",",0","0","1,0","11","1,0","0","1,0","19",",0,05,",,,"9.0",",,0,07,","1.06",",,0,24,","89","1,0,14,","5604","0","377","1,0","4.60",",,,0","10.0",",,,0","53.0","1,0","65.7","1,,,0","40.2",",,,0"
"USC00257040","2003-05","37","0","15",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","36",",0,12,","0",",,0,31,+","0.0",",,0,31,+","0.94",",,0,24,","87",",0,30,+","5803","0","200",",0","4.18",",,,0","0.0",",,,0","59.1",",0","71.7",",,,0","46.4",",,,0"
"USC00257040","2003-06","165","0","128","1,0","13",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","2","1,0","46",",0,26,+","0",",,0,30,+","0.0",",,0,30,+","1.35",",,0,02,","94","1,0,24,","5841","0","38","1,0","5.77",",,,0","0.0",",,,0","68.1","1,0","80.0","1,,,0","56.2",",,,0"
"USC00257040","2003-07","552","0","388","1,0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","20","1,0","52",",0,23,","0",",,0,31,+","0.0",",,0,31,+","0.18",",,0,07,","101","1,0,18,+","0","0","0","1,0","0.46",",,,0","0.0",",,,0","77.8","1,0","91.9","1,,,0","63.6",",,,0"
"USC00257040","2003-08","901","0","348",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","55",",0,30,","0",",,0,31,+","0.0",",,0,31,+","0.26",",,0,04,","98",",0,17,","1","0","1",",0","0.49",",,,0","0.0",",,,0","76.2",",0","88.7",",,,0","63.7",",,,0"
"USC00257040","2003-09","973","0","72","1,0","6",",0","4",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","25","1,0","1","1,0","31",",0,25,+","0",",,0,30,+","0.0",",,0,30,+","0.53",",,0,11,","90","1,0,17,","120","0","118","1,0","1.63",",,,0","0.0",",,,0","63.5","1,0","78.7","1,,,0","48.3",",,,0"
"USC00257040","2003-10","988","0","15","1,0","4",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0","1,0","20","1,0","1","1,0","17",",0,26,","0",",,0,31,+","0.0",",,0,31,+","0.60",",,0,11,","90","1,0,22,","390","0","270","1,0","0.80",",,,0","0.0",",,,0","56.5","1,0","73.0","1,,,0","40.0",",,,0"
"USC00257040","2003-11","988","0","0",",0","3","1,0","3","1,0","0","1,0","0","1,0","1",",0","25",",0","1",",0","2",",0","0",",0","0",",0,24,","0","1,T,0,24,","0.3","1,,0,24,","1.05","1,,0,03,","72",",0,20,+","1204","0","814",",0","1.30","1,,,0","0.3","1,,,0","37.8",",0","49.9",",,,0","25.8",",,,0"
"USC00257040","2003-12","988","0","0","1,0","1",",0","0",",0",,,"0",",0","0",",0","31",",0","6","1,0","0","1,0","0","1,0","8",",0,11,",,,"0.5",",,0,09,","0.06",",,0,09,","58","1,0,21,+","2211","0","1007","1,0","0.06",",,,0","0.5",",,,0","31.3","1,0","42.3","1,,,0","20.2",",,,0"
